bps_model_id,class,max_height_ft,max_diameter_in
15042_26_34,B,NA,NA
15042_26_34,C,NA,NA
15060_37_44,A,NA,5
15060_37_44,B,NA,21
15060_37_44,C,NA,33
15060_37_44,D,NA,33
15070_44,A,NA,NA
15070_44,B,NA,9
15070_44,C,NA,21
15070_44,D,NA,33
15070_44,E,NA,33
15090_45_47,A,NA,5
15090_45_47,B,NA,21
15090_45_47,C,NA,33
15090_45_47,D,NA,33
15100_45,A,NA,5
15100_45,B,NA,21
15100_45,C,NA,21
15100_45,D,NA,33
15100_45,E,NA,33
15130_45,NA,NA,NA
15170_42_49_50,A,NA,NA
15170_42_49_50,B,NA,NA
15170_42_49_50,C,NA,NA
15170_42_49_50,D,NA,NA
15170_42_49_50,E,NA,NA
15180_43_47_49_52_62_63_64_65,A,NA,9
15180_43_47_49_52_62_63_64_65,B,NA,21
15180_43_47_49_52_62_63_64_65,C,NA,33
15190_32_35_36_37,A,NA,NA
15190_32_35_36_37,B,NA,5
15190_32_35_36_37,C,NA,33
15190_32_35_36_37,D,NA,33
15190_32_35_36_37,E,NA,33
15230_32_35,A,NA,NA
15230_32_35,B,NA,NA
15230_32_35,C,NA,33
15230_32_35,D,NA,21
15230_32_35,E,NA,33
15240_35,A,NA,5
15240_35,B,NA,9
15240_35,C,NA,33
15250_35,A,NA,5
15250_35,B,NA,21
15260_64_65_66,A,NA,5
15260_64_65_66,C,NA,9
15260_64_65_66,D,NA,21
16011_67_68_69_70_71_72_73_74_76_78,A,NA,NA
16011_67_68_69_70_71_72_73_74_76_78,B,NA,NA
16011_67_68_69_70_71_72_73_74_76_78,C,NA,NA
16012_73_74_75_77_78,A,NA,NA
16012_73_74_75_77_78,B,NA,NA
16012_73_74_75_77_78,C,NA,NA
16013_68_69_70_72_73_74_76,A,NA,NA
16013_68_69_70_72_73_74_76,B,NA,NA
16030_67_68_69_70_71_72_73_74_75_76_77_78,A,NA,NA
16030_67_68_69_70_71_72_73_74_75_76_77_78,B,NA,NA
16030_67_68_69_70_71_72_73_74_75_76_77_78,C,NA,NA
16030_67_68_69_70_71_72_73_74_75_76_77_78,D,NA,NA
16030_67_68_69_70_71_72_73_74_75_76_77_78,E,NA,NA
16041_68_69_70_71_72_73_74_75_76_77_78,A,NA,NA
16041_68_69_70_71_72_73_74_75_76_77_78,B,NA,NA
16041_68_69_70_71_72_73_74_75_76_77_78,C,NA,NA
16041_68_69_70_71_72_73_74_75_76_77_78,D,NA,NA
16041_68_69_70_71_72_73_74_75_76_77_78,E,NA,NA
16042_73_74_75_76_77_78,A,NA,NA
16042_73_74_75_76_77_78,B,NA,NA
16042_73_74_75_76_77_78,C,NA,NA
16042_73_74_75_76_77_78,D,NA,NA
16042_73_74_75_76_77_78,E,NA,NA
16050_67_68_69_70_71_72_73_74_75_76_77_78_80,A,NA,NA
16050_67_68_69_70_71_72_73_74_75_76_77_78_80,B,NA,NA
16050_67_68_69_70_71_72_73_74_75_76_77_78_80,C,NA,NA
16050_67_68_69_70_71_72_73_74_75_76_77_78_80,D,NA,NA
16050_67_68_69_70_71_72_73_74_75_76_77_78_80,E,NA,NA
16061_70_71_73_74_75_76_77_78,A,NA,NA
16061_70_71_73_74_75_76_77_78,B,NA,NA
16061_70_71_73_74_75_76_77_78,C,NA,NA
16061_70_71_73_74_75_76_77_78,D,NA,NA
16062_74,A,NA,NA
16062_74,B,NA,9
16090_68_69_70_71_72_73_74_75_76_77_78,A,NA,NA
16090_68_69_70_71_72_73_74_75_76_77_78,B,NA,NA
16091_68_69_70_71_72_73_74_75_76,A,NA,NA
16091_68_69_70_71_72_73_74_75_76,B,NA,NA
16101_68_69_70_71_72_73_74_75_76_77,A,NA,NA
16101_68_69_70_71_72_73_74_75_76_77,B,NA,NA
16102_73_74_75_76_77,A,NA,NA
16102_73_74_75_76_77,B,NA,NA
16110_68_69_70_71_72_73_74_75_76_77_78_80,A,NA,NA
16120_70_71_73_74,A,NA,NA
16120_70_71_73_74,B,NA,NA
16130_68,A,NA,NA
16130_68,B,NA,NA
16141_68_69_70_71_72_73_74_76_78,A,NA,NA
16141_68_69_70_71_72_73_74_76_78,B,NA,NA
16141_68_69_70_71_72_73_74_76_78,C,NA,NA
16141_68_69_70_71_72_73_74_76_78,D,NA,NA
16141_68_69_70_71_72_73_74_76_78,E,NA,NA
16142_73_74_75_76_77_78,A,NA,NA
16142_73_74_75_76_77_78,B,NA,NA
16142_73_74_75_76_77_78,C,NA,NA
16142_73_74_75_76_77_78,D,NA,NA
16142_73_74_75_76_77_78,E,NA,NA
16150_68_69_70_71_72_73_74_75_76_77_80,A,NA,NA
16150_68_69_70_71_72_73_74_75_76_77_80,B,NA,NA
16150_68_69_70_71_72_73_74_75_76_77_80,C,NA,NA
16150_68_69_70_71_72_73_74_75_76_77_80,D,NA,NA
16150_68_69_70_71_72_73_74_75_76_77_80,E,NA,NA
16160_70_71_72_73_74_75_76_77_78_80,A,NA,NA
16160_70_71_72_73_74_75_76_77_78_80,B,NA,NA
16160_70_71_72_73_74_75_76_77_78_80,C,NA,NA
16180_68_70_71_72_73_74_75_76_77_78,A,NA,NA
16200_68_69_70_71_72_73_74_75_76_77_78,A,NA,NA
16210_68_69_70_71_72_73_74_75_76_77,A,NA,NA
16210_68_69_70_71_72_73_74_75_76_77,B,NA,NA
16240_68_69_70_71_72_73_74_75_76_77_78,A,NA,NA
16281_68_69_70_71_72_73_74_76,A,NA,NA
16281_68_69_70_71_72_73_74_76,B,NA,NA
16282_67_68_69_70_71_72_73_74_75_76_77,NA,NA,NA
16291_68,A,NA,NA
16291_68,B,NA,NA
16292_67_68_69_70_71_72_73_74_76,A,NA,NA
16300_68_69_70_71_72_73_74_75_76_77_78,A,NA,NA
16300_68_69_70_71_72_73_74_75_76_77_78,B,NA,NA
16300_68_69_70_71_72_73_74_75_76_77_78,C,NA,NA
16330_68_69_70_71_73_74_75_76_77_78,A,NA,NA
16350_68_69_70_71_72_73_74_75_76_77_78,A,NA,NA
16370_68_69_70_71_72_73_74_75_76_77_78_80,A,NA,NA
16370_68_69_70_71_72_73_74_75_76_77_78_80,B,NA,NA
16370_68_69_70_71_72_73_74_75_76_77_78_80,C,NA,NA
16380_67_68_69_70_71_72_73_76,A,NA,NA
16390_67_68_69_70_71_72_73_76,A,NA,NA
16400_73_76_80,A,NA,NA
16430_73_74_75_76_77_78,A,NA,NA
16441_73_75_76_77_78_80,A,NA,NA
16441_73_75_76_77_78_80,B,NA,NA
16441_73_75_76_77_78_80,C,NA,NA
16441_73_75_76_77_78_80,D,NA,NA
16442_77_78,A,NA,NA
16442_77_78,B,NA,NA
16442_77_78,C,NA,NA
16442_77_78,D,NA,NA
16443_73_77_78,A,NA,NA
16443_73_77_78,B,NA,NA
16443_73_77_78,C,NA,NA
16460_75_77_78,A,NA,NA
16460_75_77_78,B,NA,NA
16460_75_77_78,C,NA,NA
16460_75_77_78,D,NA,NA
16470_73_74_75_76_77_78_80,A,NA,NA
16481_75_77,A,NA,NA
16481_75_77,B,NA,NA
16481_75_77,C,NA,NA
16482_78,A,NA,NA
16482_78,B,NA,NA
16482_78,C,NA,NA
16510_72_76_80,A,NA,NA
16520_73_74_75_76_77_78_80,A,NA,NA
16520_73_74_75_76_77_78_80,B,NA,NA
16530_75_77_78,A,NA,NA
16550_75_76_77_78_80,A,NA,NA
16550_75_76_77_78_80,B,NA,NA
16550_75_76_77_78_80,C,NA,NA
16550_75_76_77_78_80,D,NA,NA
16550_75_76_77_78_80,E,NA,NA
16560_75_76_77_78,A,NA,NA
16570_75_77_78,A,NA,NA
16610_73_74_75_76_77_78_80,A,NA,NA
16620_73_75_77_78,A,NA,NA
16630_73_74_75_76_77_78,A,NA,NA
16650_73_75_76_77_78_80,A,NA,NA
16650_73_75_76_77_78_80,B,NA,NA
16680_73_75_76_77_78_80,A,NA,NA
16680_73_75_76_77_78_80,B,NA,NA
16760_75_77_78,A,NA,NA
16780_75_77,A,NA,NA
16780_75_77,B,NA,NA
16780_75_77,C,NA,NA
16780_75_77,D,NA,NA
16780_75_77,E,NA,NA
16790_73_74_75_76_77_78_80,A,NA,NA
16790_73_74_75_76_77_78_80,B,NA,NA
16790_73_74_75_76_77_78_80,C,NA,NA
16790_73_74_75_76_77_78_80,D,NA,NA
16790_73_74_75_76_77_78_80,E,NA,NA
16800_74_75_77_78,A,NA,NA
16800_74_75_77_78,B,NA,NA
16810_73_75_76_77_78,A,NA,NA
16821_68,A,NA,NA
16821_68,B,NA,NA
16821_68,C,NA,NA
16822_67_68_69_70_71_72_73_74_76,A,NA,NA
16822_67_68_69_70_71_72_73_74_76,B,NA,NA
16822_67_68_69_70_71_72_73_74_76,C,NA,NA
16831_68,A,NA,NA
16831_68,B,NA,NA
16832_67_68_69,A,NA,NA
16850_67_68_69_70_71_72_73_76,A,NA,NA
16870_67_68_69_70_71_72_73_74_75_76_77,A,NA,NA
16880_67_68_69_70_71_72_73_74_76,NA,NA,NA
16901_68,A,NA,NA
16901_68,B,NA,NA
16902_67_68_69_70_71_72_73_74_75_76_77,A,NA,NA
16902_67_68_69_70_71_72_73_74_75_76_77,B,NA,NA
16970_67_68_69_70_71_72_76,A,NA,NA
16990_67_68_69_70_71_72_73_76,A,NA,NA
17010_67_68_72,A,NA,NA
17020_67_68_69_70_72_73_76,NA,NA,NA
17040_68_72,A,NA,NA
17060_67_68_69_70_71_72_73_76,A,NA,NA
17080_67_68_69,A,NA,NA
17090_67_68_72_76_80,A,NA,NA
17090_67_68_72_76_80,B,NA,NA
17110_67_68_72,A,NA,NA
17130_67_68_72_76,A,NA,NA
17140_67_68_69_72_76,A,4.5,NA
17140_67_68_69_72_76,B,NA,5
17140_67_68_69_72_76,C,NA,21
17150_67_68_69_72,A,NA,NA
17150_67_68_69_72,B,NA,NA
17150_67_68_69_72,C,NA,NA
17150_67_68_69_72,D,NA,NA
17200_72_73_76_80,A,NA,NA
17220_68_69_70_71_72_73_74_75_76_77_78,A,NA,NA
18040_79,A,NA,NA
18040_79,B,NA,NA
18060_79,A,NA,NA
18080_79,A,NA,NA
18080_79,B,NA,21
18080_79,C,NA,33
18080_79,D,NA,33
18090_79,A,NA,21
18090_79,B,NA,21
18090_79,C,NA,33
18090_79,D,NA,33
18090_79,E,NA,33
18100_79,A,NA,NA
18100_79,B,NA,21
18100_79,C,NA,33
18100_79,D,NA,33
18100_79,E,NA,33
18110_79,A,NA,NA
18110_79,B,NA,NA
18110_79,C,NA,NA
18130_79,A,NA,NA
18130_79,B,NA,NA
18130_79,C,NA,NA
18130_79,D,NA,NA
18130_79,E,NA,NA
18140_79,A,NA,NA
18140_79,B,NA,NA
18140_79,C,NA,NA
18140_79,D,NA,NA
18140_79,E,NA,NA
18151_79,A,NA,NA
18151_79,B,NA,NA
18151_79,C,NA,NA
18151_79,D,NA,NA
18160_79,A,NA,NA
18160_79,B,NA,NA
18160_79,C,NA,NA
18160_79,D,NA,NA
18160_79,E,NA,NA
18170_79,A,NA,NA
18170_79,B,NA,NA
18170_79,C,NA,NA
18170_79,D,NA,NA
18180_79,A,NA,NA
18180_79,B,NA,NA
18180_79,C,NA,NA
18190_79,A,NA,NA
18190_79,B,NA,NA
18200_79,A,NA,NA
18200_79,B,NA,NA
18210_79,A,NA,NA
18210_79,B,NA,NA
18210_79,C,NA,NA
18210_79,D,NA,NA
18210_79,E,NA,NA
18220_79,A,NA,NA
18220_79,B,NA,NA
18230_79,A,NA,NA
18230_79,B,NA,NA
18240_79,A,NA,NA
18240_79,B,NA,NA
18250_79,A,NA,NA
18250_79,B,NA,NA
18260_79,A,NA,NA
18260_79,B,NA,NA
18260_79,C,NA,NA
18270_79,A,NA,NA
18270_79,B,NA,NA
18270_79,C,NA,NA
18280_79,A,NA,NA
18280_79,B,NA,NA
18280_79,C,NA,NA
