Iteration,Timestep,BPS_MODEL,StateClassIDSource,StratumIDDest,StateClassIDDest,AgeMin,AgeMax,Location
,,11650_9,Early1:ALL,,Mid1:OPN,0,29,B2
,,11650_9,Late1:OPN,,Late1:OPN,90,989,A3
,,11650_9,Mid1:CLS,,Mid1:CLS,30,999,C1
,,11650_9,Mid1:OPN,,Late1:OPN,30,89,A1
,,11660_21,Early1:ALL,,Mid1:OPN,0,40,B2
,,11660_21,Late1:CLS,,Late1:CLS,100,999,C3
,,11660_21,Late1:OPN,,Late1:OPN,99,999,A3
,,11660_21,Mid1:CLS,,Late1:CLS,20,99,C1
,,11660_21,Mid1:OPN,,Late1:OPN,40,99,A1
,,11660_22,Early1:ALL,,Mid1:OPN,0,39,B2
,,11660_22,Late1:CLS,,Late1:CLS,100,999,C3
,,11660_22,Late1:OPN,,Late1:OPN,100,999,A3
,,11660_22,Mid1:CLS,,Late1:CLS,31,99,C1
,,11660_22,Mid1:OPN,,Late1:OPN,40,99,A1
,,11660_29,Early1:ALL,,Mid1:OPN,0,29,B2
,,11660_29,Late1:CLS,,Late1:CLS,90,999,C3
,,11660_29,Late1:OPN,,Late1:OPN,90,999,A3
,,11660_29,Mid1:CLS,,Late1:CLS,30,89,C1
,,11660_29,Mid1:OPN,,Late1:OPN,30,89,A1
,,11660_9_10_19,Early1:ALL,,Mid1:OPN,0,29,B2
,,11660_9_10_19,Late1:CLS,,Late1:CLS,90,999,C3
,,11660_9_10_19,Late1:OPN,,Late1:OPN,130,999,A3
,,11660_9_10_19,Mid1:CLS,,Late1:CLS,30,89,C1
,,11660_9_10_19,Mid1:OPN,,Late1:OPN,30,129,A1
,,11662_19,Early1:ALL,,Mid1:OPN,0,29,B2
,,11662_19,Late1:OPN,,Late1:OPN,90,989,A3
,,11662_19,Mid1:CLS,,Mid1:CLS,30,999,C1
,,11662_19,Mid1:OPN,,Late1:OPN,30,89,A1
,,11670_1_7_9,Early1:ALL,,Late1:CLS,0,20,A1
,,11670_1_7_9,Late1:CLS,,Late1:OPN,21,60,B1
,,11670_1_7_9,Late1:OPN,,Late1:OPN,61,999,C1
,,11670_10_19,Early1:ALL,,Mid1:CLS,0,39,B2
,,11670_10_19,Late1:CLS,,Late1:CLS,150,999,C3
,,11670_10_19,Mid1:CLS,,Late1:CLS,40,150,C1
,,11670_10_19,Mid1:OPN,,Late1:CLS,40,150,A1
,,11670_21,Early1:ALL,,Mid1:CLS,0,39,B2
,,11670_21,Late1:CLS,,Late1:CLS,151,999,C3
,,11670_21,Mid1:CLS,,Late1:CLS,40,150,C1
,,11670_21,Mid1:OPN,,Late1:CLS,40,150,A1
,,11700_2_3_7,Early1:ALL,,Mid1:OPN,0,29,B2
,,11700_2_3_7,Late1:OPN,,Late1:OPN,120,999,A3
,,11700_2_3_7,Mid1:OPN,,Late1:OPN,30,119,A1
,,11710_1,Early1:ALL,,Late1:CLS,0,4,B1
,,11710_1,Late1:CLS,,Late1:CLS,5,999,C2
,,11710_7,Early1:ALL,,Late1:CLS,0,4,B1
,,11710_7,Late1:CLS,,Late1:CLS,5,999,C2
,,11720_7,Early1:ALL,,Mid1:OPN,0,29,B2
,,11720_7,Late1:CLS,,Late1:CLS,100,999,C3
,,11720_7,Late1:OPN,,Late1:OPN,100,999,A3
,,11720_7,Mid1:CLS,,Late1:CLS,30,99,C1
,,11720_7,Mid1:OPN,,Late1:OPN,30,99,A1
,,11730_1_7,Early1:ALL,,Late1:CLS,0,70,B1
,,11730_1_7,Late1:CLS,,Late1:CLS,71,999,C2
,,11740_1_7,Early1:ALL,,Mid1:CLS,0,39,B2
,,11740_1_7,Late1:CLS,,Late1:CLS,120,999,C3
,,11740_1_7,Late1:OPN,,Late1:CLS,120,169,A3
,,11740_1_7,Mid1:CLS,,Late1:CLS,40,119,C1
,,11740_1_7,Mid1:OPN,,Late1:CLS,40,119,A1
,,11770_3,Early1:ALL,,Mid1:OPN,0,10,B2
,,11770_3,Late1:CLS,,Late1:CLS,31,999,C3
,,11770_3,Mid1:OPN,,Late1:CLS,11,30,C1
,,11770_4,Early1:ALL,,Mid1:OPN,0,10,B2
,,11770_4,Late1:CLS,,Late1:CLS,31,999,C3
,,11770_4,Mid1:OPN,,Late1:CLS,11,30,C1
,,11780_1_2_7,Early1:ALL,,Mid1:CLS,40,50,B2
,,11780_1_2_7,Late1:CLS,,Late1:CLS,201,999,C3
,,11780_1_2_7,Mid1:CLS,,Mid1:CLS,51,200,C1
,,11790_31,Early1:ALL,,Mid1:OPN,0,29,B2
,,11790_31,Late1:CLS,,Late1:CLS,30,999,A1
,,11790_31,Mid1:OPN,,Mid1:OPN,30,999,C1
,,11791_29_30,Early1:ALL,,Mid1:OPN,0,15,B2
,,11791_29_30,Late1:CLS,,Late1:CLS,50,999,C3
,,11791_29_30,Late1:OPN,,Late1:OPN,50,999,A3
,,11791_29_30,Mid1:CLS,,Late1:CLS,16,49,C1
,,11791_29_30,Mid1:OPN,,Late1:OPN,16,49,A1
,,11792_29_30,Early1:ALL,,Mid1:OPN,0,29,B2
,,11792_29_30,Late1:CLS,,Late1:CLS,96,999,C3
,,11792_29_30,Late1:OPN,,Late1:OPN,81,999,A3
,,11792_29_30,Mid1:CLS,,Late1:CLS,26,95,C1
,,11792_29_30,Mid1:OPN,,Late1:OPN,30,80,A1
,,13010_40,Early1:ALL,,Mid1:CLS,0,30,B2
,,13010_40,Late1:CLS,,Late2:CLS,71,110,A1
,,13010_40,Late2:CLS,,Late2:CLS,111,999,A3
,,13010_40,Mid1:CLS,,Late1:CLS,31,70,C1
,,13020_40,Early1:ALL,,Mid2:CLS,0,39,B2
,,13020_40,Early2:ALL,,Mid1:CLS,1,39,A1
,,13020_40,Late1:CLS,,Late1:CLS,151,999,A3
,,13020_40,Mid1:CLS,,Late1:CLS,40,150,C1
,,13020_40,Mid2:CLS,,Mid1:CLS,40,89,C3
,,13020_63,Early1:ALL,,Mid2:CLS,0,39,B2
,,13020_63,Early2:ALL,,Mid1:CLS,1,39,A1
,,13020_63,Late1:CLS,,Late1:CLS,151,999,A3
,,13020_63,Mid1:CLS,,Late1:CLS,40,150,C1
,,13020_63,Mid2:CLS,,Mid2:CLS,40,89,C3
,,13020_64,Early1:ALL,,Mid2:CLS,0,39,B2
,,13020_64,Early2:ALL,,Mid1:CLS,1,39,A1
,,13020_64,Late1:CLS,,Late1:CLS,151,999,A3
,,13020_64,Mid1:CLS,,Late1:CLS,40,150,C1
,,13020_64,Mid2:CLS,,Mid2:CLS,40,89,C3
,,13020_65_66,Early1:ALL,,Mid2:CLS,0,39,B2
,,13020_65_66,Early2:ALL,,Mid1:CLS,1,39,A1
,,13020_65_66,Late1:CLS,,Late1:CLS,151,999,A3
,,13020_65_66,Mid1:CLS,,Late1:CLS,40,150,C1
,,13020_65_66,Mid2:CLS,,Mid2:CLS,40,89,C3
,,13022_41_50_51,Early1:ALL,,Mid2:CLS,0,39,B2
,,13022_41_50_51,Early2:ALL,,Mid1:CLS,1,39,A1
,,13022_41_50_51,Late1:CLS,,Late1:CLS,151,999,A3
,,13022_41_50_51,Mid1:CLS,,Late1:CLS,40,150,C1
,,13022_41_50_51,Mid2:CLS,,Mid2:CLS,40,89,C3
,,13023_51,Early1:ALL,,Mid2:CLS,0,39,A1
,,13023_51,Early2:ALL,,Mid1:CLS,1,39,A2
,,13023_51,Late1:CLS,,Late1:CLS,151,999,E1
,,13023_51,Mid1:CLS,,Late1:CLS,40,150,C2
,,13023_51,Mid2:CLS,,Late1:CLS,40,89,C1
,,13030_60,Early1:ALL,,Mid1:OPN,0,2,B2
,,13030_60,Late1:CLS,,Late1:CLS,50,999,A3
,,13030_60,Late2:CLS,,Late2:CLS,20,869,C3
,,13030_60,Mid1:OPN,,Mid2:OPN,3,19,C1
,,13030_60,Mid2:OPN,,Mid2:OPN,20,299,A1
,,13030_61_63_64_65_66,Early1:ALL,,Mid1:OPN,0,2,B2
,,13030_61_63_64_65_66,Late1:CLS,,Late1:CLS,20,999,A3
,,13030_61_63_64_65_66,Late2:CLS,,Late2:CLS,20,999,C3
,,13030_61_63_64_65_66,Mid1:OPN,,Mid2:OPN,3,19,C1
,,13030_61_63_64_65_66,Mid2:OPN,,Mid2:OPN,20,299,A1
,,13030_62,Early1:ALL,,Mid1:OPN,0,2,A1
,,13030_62,Late1:CLS,,Late1:CLS,101,999,D1
,,13030_62,Late2:CLS,,Late2:CLS,101,999,D2
,,13030_62,Mid1:OPN,,Mid2:OPN,3,19,B1
,,13030_62,Mid2:OPN,,Late1:CLS,20,100,C1
,,13040_32_43_44_49,Early1:ALL,,Mid1:OPN,0,14,B2
,,13040_32_43_44_49,Late1:CLS,,Late1:CLS,65,999,C3
,,13040_32_43_44_49,Late1:OPN,,Late1:OPN,65,999,A3
,,13040_32_43_44_49,Mid1:CLS,,Late1:CLS,15,64,C1
,,13040_32_43_44_49,Mid1:OPN,,Late1:OPN,15,64,A1
,,13050_47_48,Early1:ALL,,Mid1:CLS,0,10,B2
,,13050_47_48,Late1:CLS,,Late1:CLS,20,999,A3
,,13050_47_48,Late2:CLS,,Late2:CLS,20,999,C3
,,13050_47_48,Mid1:CLS,,Mid1:OPN,11,19,C1
,,13050_47_48,Mid1:OPN,,Mid1:OPN,20,999,A1
,,13050_49,Early1:ALL,,Mid1:OPN,0,3,B2
,,13050_49,Late1:OPN,,Late2:CLS,20,100,A1
,,13050_49,Late2:CLS,,Late2:CLS,101,999,A3
,,13050_49,Late3:CLS,,Late3:CLS,151,999,C3
,,13050_49,Mid1:OPN,,Late1:OPN,4,19,C1
,,13050_53,Early1:ALL,,Mid1:CLS,0,3,B2
,,13050_53,Late1:CLS,,Late1:CLS,20,999,A3
,,13050_53,Late2:CLS,,Late2:CLS,20,999,C3
,,13050_53,Mid1:CLS,,Mid1:OPN,4,19,C1
,,13050_53,Mid1:OPN,,Mid1:OPN,20,999,A1
,,13060_47_48,Early1:ALL,,Mid1:OPN,0,14,B2
,,13060_47_48,Late1:CLS,,Late1:CLS,60,999,C3
,,13060_47_48,Late1:OPN,,Late1:OPN,60,999,A3
,,13060_47_48,Mid1:CLS,,Late1:CLS,15,59,C1
,,13060_47_48,Mid1:OPN,,Late1:OPN,15,59,A1
,,13070_46_47_48,Early1:ALL,,Mid1:OPN,0,14,B2
,,13070_46_47_48,Late1:CLS,,Late1:CLS,60,999,C3
,,13070_46_47_48,Late1:OPN,,Late1:OPN,60,999,A3
,,13070_46_47_48,Mid1:CLS,,Late1:CLS,15,59,C1
,,13070_46_47_48,Mid1:OPN,,Late1:OPN,15,59,A1
,,13080_32_35,Early1:ALL,,Mid1:OPN,0,19,B2
,,13080_32_35,Late1:OPN,,Late1:OPN,80,999,A3
,,13080_32_35,Late2:CLS,,Late2:CLS,80,999,C3
,,13080_32_35,Mid1:OPN,,Late1:OPN,20,79,A1
,,13080_32_35,Mid2:CLS,,Late2:CLS,20,79,C1
,,13080_38_43_44,Early1:ALL,,Mid1:OPN,0,19,B2
,,13080_38_43_44,Late1:OPN,,Late1:OPN,80,999,A3
,,13080_38_43_44,Late2:CLS,,Late2:CLS,80,999,C3
,,13080_38_43_44,Mid1:OPN,,Late1:OPN,20,79,A1
,,13080_38_43_44,Mid2:CLS,,Late2:CLS,20,79,C1
,,13090_53_57,Early1:ALL,,Mid1:CLS,0,15,A1
,,13090_53_57,Late1:CLS,,Late1:CLS,76,999,C1
,,13090_53_57,Late1:OPN,,Late1:OPN,76,999,C2
,,13090_53_57,Mid1:CLS,,Late1:CLS,16,75,B1
,,13090_53_57,Mid1:OPN,,Late1:OPN,16,75,B2
,,13100_38_42_43,Early1:ALL,,Mid1:OPN,0,4,B2
,,13100_38_42_43,Late1:CLS,,Late1:CLS,150,999,C3
,,13100_38_42_43,Mid1:OPN,,Mid2:OPN,5,14,C1
,,13100_38_42_43,Mid2:OPN,,Mid3:CLS,15,24,A1
,,13100_38_42_43,Mid3:CLS,,Late1:CLS,25,149,A3
,,13100_39,Early1:ALL,,Mid1:OPN,0,4,B2
,,13100_39,Late2:CLS,,Late2:CLS,150,999,C3
,,13100_39,Mid1:OPN,,Mid1:OPN,5,999,C1
,,13100_39,Mid2:OPN,,Mid2:OPN,15,999,A1
,,13100_39,Mid3:CLS,,Mid3:CLS,25,999,A3
,,13100_41_62,Early1:ALL,,Mid1:OPN,0,4,B2
,,13100_41_62,Late1:CLS,,Late1:CLS,150,999,C3
,,13100_41_62,Mid1:OPN,,Mid1:OPN,5,999,C1
,,13100_41_62,Mid2:OPN,,Mid2:OPN,15,999,A1
,,13100_41_62,Mid3:CLS,,Mid3:CLS,25,999,A3
,,13100_44_50,Early1:ALL,,Mid1:OPN,0,4,B2
,,13100_44_50,Late2:CLS,,Late2:CLS,150,999,C3
,,13100_44_50,Mid1:OPN,,Mid2:OPN,5,14,C1
,,13100_44_50,Mid2:OPN,,Mid3:CLS,15,24,A1
,,13100_44_50,Mid3:CLS,,Late2:CLS,25,149,A3
,,13100_47,Early1:ALL,,Mid1:OPN,0,5,B2
,,13100_47,Late1:OPN,,Late1:OPN,51,999,A3
,,13100_47,Late2:CLS,,Late2:CLS,101,999,C3
,,13100_47,Mid1:OPN,,Mid2:OPN,6,50,C1
,,13100_47,Mid2:OPN,,Mid2:OPN,51,999,A1
,,13100_49,Early1:ALL,,Mid1:OPN,0,4,B2
,,13100_49,Late1:CLS,,Late1:CLS,150,999,C3
,,13100_49,Mid1:OPN,,Mid1:OPN,5,14,C1
,,13100_49,Mid2:OPN,,Mid2:OPN,15,24,A1
,,13100_49,Mid3:CLS,,Mid3:CLS,25,149,A3
,,13100_51,Early1:ALL,,Mid1:OPN,0,5,B2
,,13100_51,Late1:OPN,,Late1:OPN,51,999,A3
,,13100_51,Late2:CLS,,Late2:CLS,101,999,C3
,,13100_51,Mid1:OPN,,Mid2:OPN,6,50,C1
,,13100_51,Mid2:OPN,,Mid2:OPN,51,999,A1
,,13100_52,Early1:ALL,,Mid1:OPN,0,4,B2
,,13100_52,Late1:CLS,,Late1:CLS,150,999,C3
,,13100_52,Mid1:OPN,,Mid1:OPN,5,14,C1
,,13100_52,Mid2:OPN,,Mid2:OPN,15,24,A1
,,13100_52,Mid3:CLS,,Mid3:CLS,25,149,A3
,,13110_39,Early1:ALL,,Mid1:OPN,0,5,B2
,,13110_39,Late1:CLS,,Late1:CLS,51,999,A3
,,13110_39,Late2:CLS,,Late2:CLS,150,999,C3
,,13110_39,Mid1:OPN,,Mid2:OPN,6,50,C1
,,13110_39,Mid2:OPN,,Mid2:OPN,51,999,A1
,,13110_42_43,Early1:ALL,,Mid1:OPN,0,5,B2
,,13110_42_43,Late1:OPN,,Late1:OPN,51,999,A3
,,13110_42_43,Late2:CLS,,Late2:CLS,131,999,C3
,,13110_42_43,Mid1:OPN,,Mid2:OPN,6,50,C1
,,13110_42_43,Mid2:OPN,,Mid2:OPN,51,999,A1
,,13110_44,Early1:ALL,,Mid1:OPN,0,5,B2
,,13110_44,Late1:CLS,,Late1:CLS,51,999,A3
,,13110_44,Late2:CLS,,Late2:CLS,300,999,C3
,,13110_44,Mid1:OPN,,Mid2:OPN,6,50,C1
,,13110_44,Mid2:OPN,,Mid2:OPN,51,999,A1
,,13110_49,Early1:ALL,,Mid1:OPN,0,5,B2
,,13110_49,Late1:OPN,,Late1:OPN,51,999,A3
,,13110_49,Late2:CLS,,Late2:CLS,131,999,C3
,,13110_49,Mid1:OPN,,Mid2:OPN,6,50,C1
,,13110_49,Mid2:OPN,,Mid2:OPN,51,999,A1
,,13110_50,Early1:ALL,,Mid1:OPN,0,5,B2
,,13110_50,Late1:CLS,,Late1:CLS,51,999,A3
,,13110_50,Late2:CLS,,Late2:CLS,300,999,C3
,,13110_50,Mid1:OPN,,Mid2:OPN,6,50,C1
,,13110_50,Mid2:OPN,,Mid2:OPN,51,999,A1
,,13110_51,Early1:ALL,,Mid1:OPN,0,5,B2
,,13110_51,Late1:OPN,,Late1:OPN,51,999,A3
,,13110_51,Late2:CLS,,Late2:CLS,131,999,C3
,,13110_51,Mid1:OPN,,Mid2:OPN,6,50,C1
,,13110_51,Mid2:OPN,,Mid2:OPN,51,999,A1
,,13110_52,Early1:ALL,,Mid1:OPN,0,5,B2
,,13110_52,Late1:OPN,,Late1:OPN,51,999,A3
,,13110_52,Late2:CLS,,Late2:CLS,131,999,C3
,,13110_52,Mid1:OPN,,Mid2:OPN,6,50,C1
,,13110_52,Mid2:OPN,,Mid2:OPN,51,999,A1
,,13120_44,Early1:ALL,,Mid1:OPN,0,6,B2
,,13120_44,Late1:OPN,,Late1:OPN,71,999,A3
,,13120_44,Late2:CLS,,Late2:CLS,71,999,C3
,,13120_44,Mid1:CLS,,Late2:CLS,7,70,C1
,,13120_44,Mid1:OPN,,Late1:OPN,7,70,A1
,,13130_47_50_51,Early1:ALL,,Mid1:ALL,0,35,A1
,,13130_47_50_51,Late1:CLS,,Late1:CLS,151,999,D1
,,13130_47_50_51,Mid1:ALL,,Mid2:CLS,36,75,B1
,,13130_47_50_51,Mid2:CLS,,Late1:CLS,76,150,C1
,,13130_49_52_62,Early1:ALL,,Mid1:ALL,0,35,B2
,,13130_49_52_62,Late1:CLS,,Late1:CLS,151,999,A3
,,13130_49_52_62,Mid1:ALL,,Mid2:CLS,36,75,C1
,,13130_49_52_62,Mid2:CLS,,Late1:CLS,76,150,A1
,,13140_38_39_40_41_42_43_44_50,Early1:ALL,,Mid1:ALL,0,35,B2
,,13140_38_39_40_41_42_43_44_50,Late1:CLS,,Late1:CLS,151,999,C3
,,13140_38_39_40_41_42_43_44_50,Mid1:ALL,,Mid2:CLS,36,75,A1
,,13140_38_39_40_41_42_43_44_50,Mid2:CLS,,Late1:CLS,76,150,C1
,,13140_49,Early1:ALL,,Mid1:ALL,0,35,B2
,,13140_49,Late1:CLS,,Late1:CLS,151,999,C3
,,13140_49,Mid1:ALL,,Mid2:CLS,36,75,A1
,,13140_49,Mid2:CLS,,Late1:CLS,76,150,C1
,,13150_48_53_57_59_61,Early1:ALL,,Mid1:OPN,0,19,B2
,,13150_48_53_57_59_61,Late1:CLS,,Late1:CLS,70,999,C3
,,13150_48_53_57_59_61,Late1:OPN,,Late1:OPN,70,999,A3
,,13150_48_53_57_59_61,Mid1:CLS,,Late1:CLS,20,69,C1
,,13150_48_53_57_59_61,Mid1:OPN,,Late1:OPN,20,69,A1
,,13160_54_57_59_61,Early1:ALL,,Mid1:CLS,0,15,B2
,,13160_54_57_59_61,Late1:CLS,,Late1:CLS,76,999,C3
,,13160_54_57_59_61,Late1:OPN,,Late1:OPN,76,999,A3
,,13160_54_57_59_61,Mid1:CLS,,Late1:CLS,16,75,C1
,,13160_54_57_59_61,Mid1:OPN,,Late1:OPN,16,75,A1
,,13160_60,Early1:ALL,,Mid1:CLS,0,15,B2
,,13160_60,Late1:CLS,,Late1:CLS,76,999,C3
,,13160_60,Late1:OPN,,Late1:OPN,76,999,A3
,,13160_60,Mid1:CLS,,Late1:CLS,16,75,C1
,,13160_60,Mid1:OPN,,Late1:OPN,16,75,A1
,,13170_48_53,Early1:ALL,,Mid1:OPN,0,20,B2
,,13170_48_53,Late1:CLS,,Late1:CLS,51,999,A3
,,13170_48_53,Late2:CLS,,Late2:CLS,51,999,C3
,,13170_48_53,Mid1:CLS,,Late1:CLS,21,50,C1
,,13170_48_53,Mid1:OPN,,Late2:CLS,21,50,A1
,,13170_57_61,Early1:ALL,,Mid1:OPN,0,20,A1
,,13170_57_61,Late1:CLS,,Late1:CLS,71,999,C1
,,13170_57_61,Late1:OPN,,Late1:OPN,71,999,C2
,,13170_57_61,Mid1:CLS,,Late1:CLS,21,70,B1
,,13170_57_61,Mid1:OPN,,Late1:OPN,21,70,B2
,,13170_62,Early1:ALL,,Mid1:OPN,0,3,B2
,,13170_62,Late1:OPN,,Late2:CLS,20,100,A1
,,13170_62,Late2:CLS,,Late2:CLS,101,999,A3
,,13170_62,Mid1:OPN,,Late1:OPN,4,19,C1
,,13180_48_53,Early1:ALL,,Mid1:CLS,0,9,B2
,,13180_48_53,Late1:CLS,,Late1:CLS,100,999,C3
,,13180_48_53,Late1:OPN,,Late1:CLS,100,119,A3
,,13180_48_53,Mid1:CLS,,Late1:CLS,10,99,C1
,,13180_57_59_61,Early1:ALL,,Mid1:CLS,0,10,A1
,,13180_57_59_61,Late1:CLS,,Late1:CLS,81,999,C1
,,13180_57_59_61,Late1:OPN,,Late1:OPN,81,999,C2
,,13180_57_59_61,Mid1:CLS,,Late1:CLS,11,80,B1
,,13180_57_59_61,Mid1:OPN,,Late1:CLS,11,80,B2
,,13200_48_57_61,Early1:ALL,,Mid1:OPN,0,20,B1
,,13200_48_57_61,Late1:CLS,,Late1:CLS,71,999,D2
,,13200_48_57_61,Late1:OPN,,Late1:OPN,71,999,D1
,,13200_48_57_61,Mid1:CLS,,Late1:CLS,21,70,C2
,,13200_48_57_61,Mid1:OPN,,Late1:OPN,21,70,C1
,,13210_47_48_53_57,Early1:ALL,,Mid1:CLS,0,9,B2
,,13210_47_48_53_57,Late1:CLS,,Late2:CLS,61,200,C3
,,13210_47_48_53_57,Late2:CLS,,Late2:CLS,201,999,D3
,,13210_47_48_53_57,Mid1:CLS,,Late1:CLS,10,60,C1
,,13210_49,Early1:ALL,,Mid1:CLS,0,9,B2
,,13210_49,Late1:CLS,,Late1:CLS,100,999,A3
,,13210_49,Mid1:CLS,,Late1:CLS,10,99,C1
,,13210_61_63,Early1:ALL,,Mid1:CLS,0,9,B2
,,13210_61_63,Late1:CLS,,Late2:CLS,61,119,A3
,,13210_61_63,Late1:OPN,,Late1:OPN,61,119,A1
,,13210_61_63,Late2:CLS,,Late2:CLS,120,999,C3
,,13210_61_63,Mid1:CLS,,Late1:CLS,10,60,C1
,,13210_62,Early1:ALL,,Mid1:CLS,0,9,B2
,,13210_62,Late1:CLS,,Late1:CLS,100,999,C1
,,13210_62,Mid1:CLS,,Late1:CLS,10,99,A1
,,13220_45,Early1:ALL,,Mid1:CLS,0,9,B2
,,13220_45,Late1:CLS,,Late1:CLS,60,999,A3
,,13220_45,Late1:OPN,,Late1:CLS,60,80,A1
,,13220_45,Mid1:CLS,,Late1:CLS,10,59,C1
,,13230_32_36_37_44_45_98,Early1:ALL,,Mid1:OPN,0,9,B2
,,13230_32_36_37_44_45_98,Late1:CLS,,Late1:CLS,55,999,C3
,,13230_32_36_37_44_45_98,Late1:OPN,,Late1:OPN,55,999,A3
,,13230_32_36_37_44_45_98,Mid1:CLS,,Late1:CLS,10,54,C1
,,13230_32_36_37_44_45_98,Mid1:OPN,,Late1:OPN,10,54,A1
,,13240_60_65_66,Early1:ALL,,Mid1:OPN,0,9,B2
,,13240_60_65_66,Late1:CLS,,Late1:CLS,70,999,C3
,,13240_60_65_66,Late1:OPN,,Late1:OPN,70,999,A3
,,13240_60_65_66,Mid1:CLS,,Late1:CLS,20,69,C1
,,13240_60_65_66,Mid1:OPN,,Late1:OPN,10,69,A1
,,13250_46_47_48,Early1:ALL,,Mid1:CLS,0,14,B2
,,13250_46_47_48,Late1:CLS,,Late1:CLS,80,999,C3
,,13250_46_47_48,Late1:OPN,,Late1:OPN,80,999,A3
,,13250_46_47_48,Mid1:CLS,,Late1:CLS,15,79,C1
,,13250_46_47_48,Mid1:OPN,,Late1:OPN,15,79,A1
,,13260_47,Early1:ALL,,Mid1:OPN,0,14,B2
,,13260_47,Late1:CLS,,Late1:CLS,41,999,C3
,,13260_47,Late1:OPN,,Late1:OPN,41,999,A3
,,13260_47,Mid1:CLS,,Late1:CLS,15,40,C1
,,13260_47,Mid1:OPN,,Late1:OPN,15,40,A1
,,13260_49,Early1:ALL,,Mid1:OPN,0,19,B1
,,13260_49,Late1:OPN,,Late1:OPN,51,999,A2
,,13260_49,Late2:CLS,,Late2:CLS,81,999,B3
,,13260_49,Mid1:OPN,,Late1:OPN,20,50,C2
,,13270_45_46_47,Early1:ALL,,Mid1:CLS,0,15,B2
,,13270_45_46_47,Late1:CLS,,Late1:CLS,81,999,C3
,,13270_45_46_47,Late1:OPN,,Late1:OPN,81,999,A3
,,13270_45_46_47,Mid1:CLS,,Late1:CLS,16,80,C1
,,13270_45_46_47,Mid1:OPN,,Late1:OPN,16,80,A1
,,13280_46_99,Early1:ALL,,Mid1:OPN,0,14,B2
,,13280_46_99,Late1:CLS,,Late1:CLS,60,999,C3
,,13280_46_99,Late1:OPN,,Late1:OPN,60,999,A3
,,13280_46_99,Mid1:CLS,,Late1:CLS,15,59,C1
,,13280_46_99,Mid1:OPN,,Late1:OPN,15,59,A1
,,13290_45_46_99,Early1:ALL,,Mid1:CLS,0,15,B2
,,13290_45_46_99,Late1:CLS,,Late1:CLS,81,999,C3
,,13290_45_46_99,Late1:OPN,,Late1:OPN,81,999,A3
,,13290_45_46_99,Mid1:CLS,,Late1:CLS,16,80,C1
,,13290_45_46_99,Mid1:OPN,,Late1:OPN,16,80,A1
,,13300_46_48_54_55_56_99,Early1:ALL,,Mid1:OPN,0,14,B2
,,13300_46_48_54_55_56_99,Late1:CLS,,Late1:CLS,60,460,C3
,,13300_46_48_54_55_56_99,Late1:OPN,,Late1:OPN,60,460,A3
,,13300_46_48_54_55_56_99,Mid1:CLS,,Late1:CLS,15,59,C1
,,13300_46_48_54_55_56_99,Mid1:OPN,,Late1:OPN,15,59,A1
,,13310_39_40_41,Early1:ALL,,Mid1:ALL,0,3,B1
,,13310_39_40_41,Late1:ALL,,Late1:ALL,20,100,A2
,,13310_39_40_41,Mid1:ALL,,Late1:ALL,4,19,C2
,,13330_56,Early1:ALL,,Mid1:OPN,0,10,B2
,,13330_56,Late1:CLS,,Late1:CLS,30,999,C3
,,13330_56,Late1:OPN,,Late1:OPN,30,999,A3
,,13330_56,Mid1:CLS,,Late1:CLS,11,29,C1
,,13330_56,Mid1:OPN,,Late1:OPN,11,29,A1
,,13340_32_43_44,Early1:ALL,,Mid1:CLS,0,14,B2
,,13340_32_43_44,Late1:CLS,,Late1:CLS,65,999,C3
,,13340_32_43_44,Mid1:CLS,,Late1:CLS,15,64,C1
,,13350_55_58_60,Early1:ALL,,Mid1:OPN,0,14,B2
,,13350_55_58_60,Late1:CLS,,Late1:CLS,60,460,C3
,,13350_55_58_60,Late1:OPN,,Late1:OPN,60,460,A3
,,13350_55_58_60,Mid1:CLS,,Late1:CLS,15,59,C1
,,13350_55_58_60,Mid1:OPN,,Late1:OPN,15,59,A1
,,13360_56,Early1:ALL,,Mid1:OPN,0,7,B2
,,13360_56,Late1:CLS,,Late2:CLS,60,99,A3
,,13360_56,Late2:CLS,,Late2:CLS,100,999,C3
,,13360_56,Mid1:OPN,,Mid2:CLS,8,19,C2
,,13360_56,Mid2:CLS,,Late1:CLS,20,59,A1
,,13370_56,Early1:ALL,,Mid1:OPN,0,7,B2
,,13370_56,Late1:CLS,,Late2:CLS,60,99,A3
,,13370_56,Late2:CLS,,Late2:CLS,100,999,C3
,,13370_56,Mid1:CLS,,Late1:CLS,20,59,A1
,,13370_56,Mid1:OPN,,Mid1:CLS,8,19,C2
,,13380_36,Early1:ALL,,Late1:CLS,0,74,A1
,,13380_36,Late1:CLS,,Late1:CLS,75,999,C1
,,13390_36_37_98,Early1:ALL,,Early1:ALL,0,999,B1
,,13390_36_37_98,Mid1:CLS,,Mid1:CLS,1,999,C2
,,13390_36_37_98,Mid1:OPN,,Mid1:OPN,1,999,A2
,,13400_61,Early1:OPN,,Mid1:OPN,0,50,B1
,,13400_61,Late1:OPN,,Late1:OPN,101,999,D2
,,13400_61,Mid1:OPN,,Late1:OPN,51,100,C2
,,13420_59,Early1:ALL,,Mid1:OPN,0,15,B2
,,13420_59,Late1:CLS,,Late1:CLS,76,999,C3
