Iteration,Timestep,BPS_MODEL,StateClassIDSource,StratumIDDest,StateClassIDDest,AgeMin,AgeMax,Location
,,10520_16_23_24,Mid1:CLS,,Late1:CLS,30,99,C1
,,10520_16_23_24,Mid1:OPN,,Late1:OPN,31,99,A1
,,10520_17,Early1:ALL,,Mid1:CLS,0,29,B2
,,10520_17,Late1:CLS,,Late1:CLS,100,999,C3
,,10520_17,Late1:OPN,,Late1:OPN,100,999,A3
,,10520_17,Mid1:CLS,,Late1:CLS,30,99,C1
,,10520_17,Mid1:OPN,,Late1:OPN,31,99,A1
,,10520_18,Early1:ALL,,Mid1:CLS,0,29,B2
,,10520_18,Late1:CLS,,Late1:CLS,100,999,C3
,,10520_18,Late1:OPN,,Late1:OPN,100,999,A3
,,10520_18,Mid1:CLS,,Late1:CLS,30,99,C1
,,10520_18,Mid1:OPN,,Late1:OPN,31,99,A1
,,10520_21,Early1:ALL,,Mid1:CLS,0,29,B2
,,10520_21,Late1:CLS,,Late1:CLS,100,999,C3
,,10520_21,Late1:OPN,,Late1:OPN,100,999,A3
,,10520_21,Mid1:CLS,,Late1:CLS,30,99,C1
,,10520_21,Mid1:OPN,,Late1:OPN,31,99,A1
,,10520_25,Early1:ALL,,Mid1:CLS,0,29,B2
,,10520_25,Late1:CLS,,Late1:CLS,100,999,C3
,,10520_25,Late1:OPN,,Late1:OPN,100,999,A3
,,10520_25,Mid1:CLS,,Late1:CLS,30,99,C1
,,10520_25,Mid1:OPN,,Late1:OPN,31,99,A1
,,10520_27,Early1:ALL,,Mid1:CLS,0,29,B2
,,10520_27,Late1:CLS,,Late1:CLS,100,999,C3
,,10520_27,Late1:OPN,,Late1:OPN,100,999,A3
,,10520_27,Mid1:CLS,,Late1:CLS,30,99,C1
,,10520_27,Mid1:OPN,,Late1:OPN,30,99,A1
,,10520_28,Early1:ALL,,Mid1:OPN,0,39,B2
,,10520_28,Late1:CLS,,Late1:CLS,150,999,C3
,,10520_28,Late1:OPN,,Late1:CLS,150,189,A3
,,10520_28,Mid1:CLS,,Late1:CLS,40,149,C1
,,10520_28,Mid1:OPN,,Late1:OPN,40,149,A1
,,10530_10_19,Early1:OPN,,Mid1:OPN,0,29,B2
,,10530_10_19,Late1:CLS,,Late1:CLS,165,999,C3
,,10530_10_19,Late1:OPN,,Late1:OPN,105,979,A3
,,10530_10_19,Mid1:CLS,,Late1:CLS,30,164,C1
,,10530_10_19,Mid1:OPN,,Late1:OPN,30,104,A1
,,10531_1_7_8_9,Early1:ALL,,Mid1:OPN,0,39,B2
,,10531_1_7_8_9,Late1:CLS,,Late1:CLS,200,999,C3
,,10531_1_7_8_9,Late1:OPN,,Late1:OPN,135,999,A3
,,10531_1_7_8_9,Mid1:CLS,,Late1:CLS,40,199,C1
,,10531_1_7_8_9,Mid1:OPN,,Late1:OPN,40,134,A1
,,10532_7_9,Early1:ALL,,Mid1:OPN,0,49,B2
,,10532_7_9,Late1:CLS,,Late1:CLS,250,999,C3
,,10532_7_9,Late1:OPN,,Late1:OPN,150,999,A3
,,10532_7_9,Mid1:CLS,,Late1:CLS,50,249,C1
,,10532_7_9,Mid1:OPN,,Late1:OPN,50,149,A1
,,10540_13_14,Early1:ALL,,Mid1:OPN,0,39,B2
,,10540_13_14,Late1:CLS,,Late1:CLS,100,999,C3
,,10540_13_14,Late1:OPN,,Late1:OPN,100,999,A3
,,10540_13_14,Mid1:CLS,,Late1:CLS,40,99,C1
,,10540_13_14,Mid1:OPN,,Late1:OPN,40,99,A1
,,10540_15_25,Early1:ALL,,Mid1:OPN,0,49,B2
,,10540_15_25,Late1:CLS,,Late1:CLS,120,969,C3
,,10540_15_25,Late1:OPN,,Late1:OPN,120,969,A3
,,10540_15_25,Mid1:CLS,,Late1:CLS,50,119,C1
,,10540_15_25,Mid1:OPN,,Late1:OPN,50,119,A1
,,10540_16_23_24,Early1:ALL,,Mid1:OPN,0,39,B2
,,10540_16_23_24,Late1:CLS,,Late1:CLS,100,999,C3
,,10540_16_23_24,Late1:OPN,,Late1:OPN,100,999,A3
,,10540_16_23_24,Mid1:CLS,,Late1:CLS,40,99,C1
,,10540_16_23_24,Mid1:OPN,,Late1:OPN,40,99,A1
,,10540_17,Early1:ALL,,Mid1:OPN,0,39,B2
,,10540_17,Late1:CLS,,Late1:CLS,100,999,C3
,,10540_17,Late1:OPN,,Late1:OPN,100,999,A3
,,10540_17,Mid1:CLS,,Late1:CLS,40,99,C1
,,10540_17,Mid1:OPN,,Late1:OPN,40,99,A1
,,10540_20,Early1:ALL,,Mid1:OPN,0,29,B2
,,10540_20,Late1:CLS,,Late1:CLS,145,999,C3
,,10540_20,Late1:OPN,,Late1:OPN,105,999,A3
,,10540_20,Mid1:CLS,,Late1:CLS,30,144,C1
,,10540_20,Mid1:OPN,,Late1:OPN,30,104,A1
,,10540_22,Early1:OPN,,Mid1:OPN,0,29,B2
,,10540_22,Late1:CLS,,Late1:CLS,130,999,C3
,,10540_22,Late1:OPN,,Late1:OPN,105,999,A3
,,10540_22,Mid1:CLS,,Late1:CLS,30,164,C1
,,10540_22,Mid1:OPN,,Late1:OPN,30,104,A1
,,10540_26,Early1:ALL,,Mid1:OPN,0,15,B2
,,10540_26,Late1:CLS,,Late1:CLS,41,999,C3
,,10540_26,Late1:OPN,,Late1:OPN,41,999,A3
,,10540_26,Mid1:CLS,,Late1:CLS,16,40,C1
,,10540_26,Mid1:OPN,,Late1:OPN,16,40,A1
,,10540_28,Early1:ALL,,Mid1:OPN,0,49,B2
,,10540_28,Late1:CLS,,Late1:CLS,200,999,C3
,,10540_28,Late1:OPN,,Late1:OPN,200,999,A3
,,10540_28,Mid1:CLS,,Late1:CLS,50,199,C1
,,10540_28,Mid1:OPN,,Late1:OPN,50,199,A1
,,10540_29,Early1:ALL,,Mid1:OPN,0,15,B2
,,10540_29,Late1:CLS,,Late1:CLS,50,999,C3
,,10540_29,Late1:OPN,,Late1:OPN,50,999,A3
,,10540_29,Mid1:CLS,,Late1:CLS,16,49,C1
,,10540_29,Mid1:OPN,,Late1:OPN,16,49,A1
,,10540_33,Early1:ALL,,Mid1:OPN,0,49,B2
,,10540_33,Late1:CLS,,Late1:CLS,200,999,C3
,,10540_33,Late1:OPN,,Late1:OPN,200,999,A3
,,10540_33,Mid1:CLS,,Late1:CLS,50,199,C1
,,10540_33,Mid1:OPN,,Late1:OPN,50,199,A1
,,10541_27,Early1:ALL,,Mid1:OPN,0,50,B2
,,10541_27,Late1:CLS,,Late1:CLS,150,999,C3
,,10541_27,Late1:OPN,,Late1:OPN,150,999,A3
,,10541_27,Mid1:CLS,,Late1:CLS,51,149,A1
,,10541_27,Mid1:OPN,,Late1:OPN,51,149,C1
,,10542_27,Early1:ALL,,Mid1:OPN,0,49,B2
,,10542_27,Late1:CLS,,Late1:CLS,200,999,C3
,,10542_27,Late1:OPN,,Late1:OPN,200,999,A3
,,10542_27,Mid1:CLS,,Late1:CLS,50,199,C1
,,10542_27,Mid1:OPN,,Late1:OPN,50,199,A1
,,10550_1_8_9,Early1:OPN,,Mid1:OPN,0,39,B2
,,10550_1_8_9,Late1:CLS,,Late1:CLS,120,999,C3
,,10550_1_8_9,Late1:OPN,,Late1:CLS,120,179,A3
,,10550_1_8_9,Mid1:CLS,,Late1:CLS,40,119,C1
,,10550_1_8_9,Mid1:OPN,,Late1:OPN,40,119,A1
,,10550_10_19,Early1:ALL,,Mid1:CLS,0,29,B2
,,10550_10_19,Late1:CLS,,Late1:CLS,120,999,C3
,,10550_10_19,Late1:OPN,,Late1:CLS,120,179,A3
,,10550_10_19,Mid1:CLS,,Late1:CLS,30,119,C1
,,10550_10_19,Mid1:OPN,,Mid1:CLS,30,69,A1
,,10550_15_28,Early1:ALL,,Mid1:CLS,0,39,B2
,,10550_15_28,Late1:CLS,,Late1:CLS,130,999,C3
,,10550_15_28,Late1:OPN,,Late1:CLS,80,129,A3
,,10550_15_28,Mid1:CLS,,Late1:CLS,40,129,C1
,,10550_15_28,Mid1:OPN,,Late1:OPN,40,79,A1
,,10550_16_23_24,Early1:ALL,,Mid1:CLS,0,39,B2
,,10550_16_23_24,Late1:CLS,,Late1:CLS,130,999,C3
,,10550_16_23_24,Mid1:CLS,,Late1:CLS,40,129,C1
,,10550_16_23_24,Mid1:OPN,,Late1:CLS,40,129,A1
,,10550_17,Early1:ALL,,Mid1:CLS,0,39,B2
,,10550_17,Late1:CLS,,Late1:CLS,80,999,C3
,,10550_17,Mid1:CLS,,Late1:CLS,40,79,C1
,,10550_17,Mid1:OPN,,Late1:CLS,40,79,A1
,,10550_18,Early1:ALL,,Mid1:CLS,0,39,A1
,,10550_18,Late1:CLS,,Late1:CLS,80,999,D1
,,10550_18,Mid1:CLS,,Late1:CLS,40,79,B1
,,10550_18,Mid1:OPN,,Late1:CLS,40,79,C1
,,10550_20,Early1:ALL,,Mid1:ALL,0,19,B2
,,10550_20,Late1:CLS,,Late2:CLS,80,350,A1
,,10550_20,Late2:CLS,,Late2:CLS,351,999,A3
,,10550_20,Mid1:ALL,,Late1:CLS,20,79,C1
,,10550_21_22,Early1:ALL,,Mid1:ALL,0,19,B2
,,10550_21_22,Late1:CLS,,Late2:CLS,80,350,A1
,,10550_21_22,Late2:CLS,,Late2:CLS,351,999,A3
,,10550_21_22,Mid1:ALL,,Late1:CLS,20,79,C1
,,10550_27,Early1:ALL,,Mid1:CLS,0,39,B2
,,10550_27,Late1:CLS,,Late1:CLS,130,429,C3
,,10550_27,Late1:OPN,,Late1:CLS,80,129,A3
,,10550_27,Mid1:CLS,,Late1:CLS,40,129,C1
,,10550_27,Mid1:OPN,,Late1:OPN,40,79,A1
,,10550_29,Early1:ALL,,Mid1:CLS,0,20,B2
,,10550_29,Late1:CLS,,Late1:CLS,81,999,C3
,,10550_29,Late1:OPN,,Late1:CLS,81,300,A3
,,10550_29,Mid1:CLS,,Late1:CLS,21,80,C1
,,10550_29,Mid1:OPN,,Late1:OPN,21,80,A1
,,10560_1_7_8_9,Early1:OPN,,Mid1:ALL,0,29,B2
,,10560_1_7_8_9,Late1:ALL,,Late1:ALL,80,159,A3
,,10560_1_7_8_9,Late2:ALL,,Late2:ALL,100,999,C3
,,10560_1_7_8_9,Mid1:ALL,,Late1:ALL,30,79,A1
,,10560_1_7_8_9,Mid2:ALL,,Late2:ALL,30,99,C1
,,10560_10_19,Early1:ALL,,Mid1:CLS,0,29,B1
,,10560_10_19,Late1:CLS,,Late1:CLS,100,999,D1
,,10560_10_19,Mid1:CLS,,Late1:CLS,30,100,C1
,,10560_10_19,Mid1:OPN,,Late1:CLS,50,100,C2
,,10560_15_28,Early1:ALL,,Mid1:CLS,0,39,B2
,,10560_15_28,Late1:CLS,,Late1:CLS,130,999,C3
,,10560_15_28,Late1:OPN,,Late1:CLS,80,129,A3
,,10560_15_28,Mid1:CLS,,Late1:CLS,40,129,C1
,,10560_15_28,Mid1:OPN,,Late1:OPN,40,79,A1
,,10560_16_23,Early1:ALL,,Mid1:CLS,0,39,B2
,,10560_16_23,Late1:CLS,,Late1:CLS,130,999,C3
,,10560_16_23,Mid1:CLS,,Late1:CLS,40,129,C1
,,10560_16_23,Mid1:OPN,,Late1:CLS,40,129,A1
,,10560_18,Early1:ALL,,Mid1:CLS,0,39,A1
,,10560_18,Late1:CLS,,Late1:CLS,80,999,D1
,,10560_18,Mid1:CLS,,Late1:CLS,40,79,B1
,,10560_18,Mid1:OPN,,Late1:CLS,40,79,C1
,,10560_20,Early1:ALL,,Mid1:CLS,0,39,B2
,,10560_20,Late1:CLS,,Late1:CLS,150,999,C3
,,10560_20,Late1:OPN,,Late1:OPN,150,999,A3
,,10560_20,Mid1:CLS,,Late1:CLS,40,149,C1
,,10560_20,Mid1:OPN,,Late1:OPN,40,149,A1
,,10560_21_22,Early1:ALL,,Mid1:CLS,0,39,B2
,,10560_21_22,Late1:CLS,,Late1:CLS,150,999,C3
,,10560_21_22,Late1:OPN,,Late1:OPN,150,999,A3
,,10560_21_22,Mid1:CLS,,Late1:CLS,40,149,C1
,,10560_21_22,Mid1:OPN,,Late1:OPN,40,149,A1
,,10560_29,Early1:ALL,,Mid1:CLS,0,29,B2
,,10560_29,Late1:CLS,,Late1:CLS,101,999,C3
,,10560_29,Late1:OPN,,Late1:OPN,101,999,A3
,,10560_29,Mid1:CLS,,Late1:CLS,30,100,C1
,,10560_29,Mid1:OPN,,Late1:OPN,30,100,A1
,,10570_12_16,Early1:ALL,,Mid1:OPN,0,99,B2
,,10570_12_16,Late1:OPN,,Late1:OPN,250,999,A3
,,10570_12_16,Mid1:OPN,,Late1:OPN,100,249,A1
,,10570_18,Early1:ALL,,Mid1:OPN,0,99,B2
,,10570_18,Late1:OPN,,Late1:OPN,250,999,A3
,,10570_18,Mid1:OPN,,Late1:OPN,100,249,A1
,,10570_23,Early1:ALL,,Mid1:OPN,0,99,B2
,,10570_23,Late1:OPN,,Late1:OPN,250,999,A3
,,10570_23,Mid1:OPN,,Late1:OPN,100,249,A1
,,10570_28,Early1:ALL,,Mid1:OPN,0,99,B2
,,10570_28,Late1:OPN,,Late1:OPN,200,949,A3
,,10570_28,Mid1:OPN,,Late1:OPN,100,199,A1
,,10570_29,Early1:ALL,,Mid1:OPN,0,99,B2
,,10570_29,Late1:OPN,,Late1:OPN,250,949,A1
,,10570_29,Mid1:OPN,,Late1:OPN,100,249,C1
,,10580_12,Early1:ALL,,Mid1:CLS,0,9,B2
,,10580_12,Late1:CLS,,Late1:CLS,50,480,C3
,,10580_12,Late1:OPN,,Late1:CLS,70,119,A3
,,10580_12,Mid1:CLS,,Late1:CLS,10,49,C1
,,10580_12,Mid1:OPN,,Late1:OPN,15,69,A1
,,10580_4,Early1:ALL,,Mid1:CLS,0,19,B2
,,10580_4,Late1:CLS,,Late1:CLS,70,999,C3
,,10580_4,Late1:OPN,,Late1:OPN,70,999,A3
,,10580_4,Mid1:CLS,,Late1:CLS,20,69,C1
,,10580_4,Mid1:OPN,,Late1:OPN,20,69,A1
,,10580_7,Early1:ALL,,Mid1:OPN,0,14,B2
,,10580_7,Late1:OPN,,Late1:OPN,70,150,A3
,,10580_7,Mid1:OPN,,Late1:OPN,15,69,A1
,,10581_6,Early1:ALL,,Mid1:CLS,0,9,B2
,,10581_6,Late1:CLS,,Late1:CLS,50,480,C3
,,10581_6,Late1:OPN,,Late1:CLS,70,119,A3
,,10581_6,Mid1:CLS,,Late1:CLS,10,49,C1
,,10581_6,Mid1:OPN,,Late1:OPN,15,69,A1
,,10582_6,Early1:ALL,,Mid1:CLS,0,14,B2
,,10582_6,Late1:CLS,,Late1:CLS,70,999,C3
,,10582_6,Late1:OPN,,Late1:OPN,70,999,A3
,,10582_6,Mid1:CLS,,Late1:CLS,15,69,C1
,,10582_6,Mid1:OPN,,Late1:OPN,15,69,A1
,,10590_24_28,Early1:ALL,,Mid1:OPN,0,59,B2
,,10590_24_28,Late1:OPN,,Late1:OPN,160,999,A3
,,10590_24_28,Mid1:CLS,,Late1:OPN,60,179,C1
,,10590_24_28,Mid1:OPN,,Late1:OPN,60,159,A1
,,10590_25,Early1:OPN,,Mid1:OPN,0,25,B2
,,10590_25,Late1:CLS,,Late2:CLS,126,250,A3
,,10590_25,Late2:CLS,,Late2:CLS,251,999,B3
,,10590_25,Mid1:CLS,,Late1:CLS,51,125,A1
,,10590_25,Mid1:OPN,,Mid1:CLS,26,50,C1
,,10590_26,Early1:ALL,,Mid1:CLS,0,9,B2
,,10590_26,Late1:CLS,,Late1:CLS,85,999,C3
,,10590_26,Late1:OPN,,Late1:OPN,85,999,D3
,,10590_26,Mid1:CLS,,Late1:CLS,10,84,C1
,,10590_27_33,Early1:OPN,,Mid1:OPN,0,50,B2
,,10590_27_33,Late1:CLS,,Late1:CLS,226,999,A3
,,10590_27_33,Mid1:CLS,,Late1:CLS,151,225,A1
,,10590_27_33,Mid1:OPN,,Mid1:CLS,51,150,C1
,,10600_1_2_7,Early1:ALL,,Mid1:OPN,0,49,B2
,,10600_1_2_7,Late1:CLS,,Late1:CLS,200,969,C3
,,10600_1_2_7,Late1:OPN,,Late1:OPN,120,969,A3
,,10600_1_2_7,Mid1:CLS,,Late1:CLS,50,199,C1
,,10600_1_2_7,Mid1:OPN,,Late1:OPN,50,119,A1
,,10610_13,Early1:ALL,,Mid1:CLS,0,9,B2
,,10610_13,Late1:CLS,,Late1:CLS,110,999,C3
,,10610_13,Late2:CLS,,Late1:CLS,80,109,A3
,,10610_13,Mid1:CLS,,Mid2:CLS,10,39,C1
,,10610_13,Mid2:CLS,,Mid2:CLS,40,79,A1
,,10610_15_25,Early1:ALL,,Mid1:CLS,0,39,A1
,,10610_15_25,Late1:ALL,,Late1:CLS,80,149,C1
,,10610_15_25,Late1:CLS,,Late1:CLS,150,999,D1
,,10610_15_25,Mid1:CLS,,Late1:ALL,40,79,B1
,,10610_15_25,Mid2:CLS,,Mid2:CLS,80,999,B2
,,10610_18,Early1:ALL,,Mid1:CLS,0,9,B2
,,10610_18,Late1:CLS,,Late1:CLS,100,999,C3
,,10610_18,Late1:OPN,,Late1:OPN,80,999,A3
,,10610_18,Mid1:CLS,,Mid2:CLS,10,39,C1
,,10610_18,Mid2:CLS,,Late1:OPN,40,79,A1
,,10610_20_29,Early1:ALL,,Mid1:CLS,0,9,B2
,,10610_20_29,Late1:CLS,,Late1:CLS,81,999,A3
,,10610_20_29,Late1:OPN,,Late1:OPN,81,999,A1
,,10610_20_29,Mid1:CLS,,Late1:OPN,10,80,C1
,,10610_22_27_28,Early1:OPN,,Mid1:CLS,0,19,B2
,,10610_22_27_28,Late1:CLS,,Late1:CLS,80,999,C3
,,10610_22_27_28,Late1:OPN,,Late1:CLS,80,99,A3
,,10610_22_27_28,Mid1:CLS,,Late1:CLS,20,79,C1
,,10610_6,Early1:CLS,,Mid1:CLS,0,9,B2
,,10610_6,Late1:CLS,,Late1:CLS,70,999,C3
,,10610_6,Late2:CLS,,Late2:CLS,125,999,D3
,,10610_6,Mid1:CLS,,Late1:CLS,10,69,C1
,,10610_8_9_17,Early1:ALL,,Mid1:CLS,0,9,B2
,,10610_8_9_17,Late1:CLS,,Late1:CLS,100,999,C3
,,10610_8_9_17,Late1:OPN,,Late1:OPN,80,999,A3
,,10610_8_9_17,Mid1:CLS,,Mid2:CLS,10,39,C1
,,10610_8_9_17,Mid2:CLS,,Late1:OPN,40,79,A1
,,10611_16_23_24,Early1:ALL,,Mid1:CLS,0,39,B2
,,10611_16_23_24,Late1:ALL,,Late1:CLS,80,149,A3
,,10611_16_23_24,Late1:CLS,,Late1:CLS,150,999,C3
,,10611_16_23_24,Mid1:CLS,,Late1:ALL,40,79,C1
,,10611_16_23_24,Mid2:CLS,,Mid2:CLS,80,999,A1
,,10612_16_23,Early1:CLS,,Mid1:CLS,0,9,B2
,,10612_16_23,Late1:CLS,,Late1:CLS,40,999,C3
,,10612_16_23,Late1:OPN,,Late1:OPN,130,999,A3
,,10612_16_23,Mid1:CLS,,Late1:CLS,10,39,C1
,,10620_10_19_21_29_31,Early1:ALL,,Mid1:OPN,0,19,B1
,,10620_10_19_21_29_31,Late1:CLS,,Late1:CLS,150,999,E1
,,10620_10_19_21_29_31,Late1:OPN,,Late1:OPN,60,999,D2
,,10620_10_19_21_29_31,Mid1:CLS,,Late1:CLS,60,149,D1
,,10620_10_19_21_29_31,Mid1:OPN,,Mid1:CLS,20,59,C1
,,10620_13,Early1:ALL,,Mid1:OPN,0,19,B2
,,10620_13,Late1:CLS,,Late1:CLS,150,999,C3
,,10620_13,Late1:OPN,,Late1:OPN,60,999,A3
,,10620_13,Mid1:CLS,,Late1:CLS,60,149,C1
,,10620_13,Mid1:OPN,,Mid1:CLS,20,59,A1
,,10620_16_23,Early1:ALL,,Mid1:OPN,0,19,B2
,,10620_16_23,Late2:CLS,,Late2:CLS,150,999,C3
,,10620_16_23,Mid1:CLS,,Late2:CLS,60,149,C1
,,10620_16_23,Mid1:OPN,,Mid1:CLS,20,59,A1
,,10620_16_23,Mid2:OPN,,Mid2:OPN,60,999,A3
,,10620_22_28,Early1:ALL,,Mid1:OPN,0,9,B2
,,10620_22_28,Late1:ALL,,Late1:ALL,50,999,A3
,,10620_22_28,Mid1:CLS,,Mid1:CLS,50,999,C1
,,10620_22_28,Mid1:OPN,,Mid1:CLS,10,49,A1
,,10620_6_12_17_18,Early1:ALL,,Mid1:OPN,0,19,B2
,,10620_6_12_17_18,Late1:CLS,,Late1:CLS,150,999,C3
,,10620_6_12_17_18,Late1:OPN,,Late1:OPN,60,999,A3
,,10620_6_12_17_18,Mid1:CLS,,Late1:CLS,60,149,C1
,,10620_6_12_17_18,Mid1:OPN,,Mid1:CLS,20,59,A1
,,10620_7_9,Early1:ALL,,Mid1:CLS,0,9,B2
,,10620_7_9,Late1:OPN,,Late1:OPN,100,999,A3
,,10620_7_9,Late2:CLS,,Late2:CLS,150,999,C3
,,10620_7_9,Mid1:CLS,,Mid1:OPN,10,49,C1
,,10620_7_9,Mid1:OPN,,Late1:OPN,50,99,A1
,,10630_1,Early1:ALL,,Late1:ALL,0,30,A1
,,10630_1,Late1:ALL,,Late1:ALL,31,999,B1
,,10630_2_7,Early1:ALL,,Late1:ALL,0,30,A1
,,10630_2_7,Late1:ALL,,Late1:ALL,31,999,B1
,,10640_15_16_17_23_24_27_28,Early1:ALL,,Late1:OPN,1,24,B1
,,10640_15_16_17_23_24_27_28,Late1:CLS,,Late1:CLS,120,999,C2
,,10640_15_16_17_23_24_27_28,Late1:OPN,,Late1:OPN,25,999,A2
,,10650_1_8_9_10,Early1:ALL,,Mid1:OPN,0,9,B2
,,10650_1_8_9_10,Late1:OPN,,Late1:OPN,30,999,A3
,,10650_1_8_9_10,Mid1:OPN,,Late1:OPN,10,29,A1
,,10660_16_23_24,Early1:ALL,,Late1:ALL,0,11,B1
,,10660_16_23_24,Late1:ALL,,Late1:ALL,12,999,C2
,,10660_22,Early1:ALL,,Early1:ALL,0,999,B1
,,10660_29,Early1:ALL,,Mid1:OPN,0,9,B1
,,10660_29,Mid1:OPN,,Mid1:OPN,10,999,C2
,,10670_6,Early1:ALL,,Late1:CLS,0,9,B1
,,10670_6,Late1:CLS,,Late1:CLS,10,999,C2
,,10680_1_7,Late1:ALL,,Late1:ALL,0,999,B1
,,10700_10_19_28,Early1:ALL,,Late1:CLS,0,9,B1
,,10700_10_19_28,Late1:CLS,,Late1:CLS,10,999,C2
,,10700_16,Early1:ALL,,Late1:CLS,0,9,B1
,,10700_16,Late1:CLS,,Late1:CLS,10,999,C2
,,10700_21,Early1:ALL,,Late1:CLS,0,9,B1
,,10700_21,Late1:CLS,,Late1:CLS,10,999,C2
,,10710_6,Early1:ALL,,Late1:CLS,0,9,B1
,,10710_6,Late1:CLS,,Late1:CLS,10,999,C2
,,10720_22_29,Early1:ALL,,Late1:OPN,0,125,B1
,,10720_22_29,Late1:OPN,,Late1:OPN,126,999,D1
,,10720_28,Early1:ALL,,Late1:OPN,0,19,B1
,,10720_28,Late1:OPN,,Late1:OPN,20,999,D1
,,10740_25_26,Early1:OPN,,Late1:OPN,0,99,B1
,,10740_25_26,Late1:OPN,,Late1:OPN,100,999,C2
,,10750_25,Early1:ALL,,Mid1:OPN,0,9,B1
,,10750_25,Late1:CLS,,Late1:CLS,41,999,A2
,,10750_25,Mid1:OPN,,Late1:CLS,10,40,C2
,,10750_26,Early1:ALL,,Mid1:OPN,0,9,B1
,,10750_26,Mid1:OPN,,Mid1:OPN,10,999,C2
,,10750_26,Mid2:OPN,,Mid1:OPN,10,29,A2
,,10760_25,Early1:OPN,,Late1:OPN,0,9,B1
,,10760_25,Late1:OPN,,Late1:OPN,10,999,C2
,,10760_26,Mid1:OPN,,Mid1:OPN,0,999,B1
,,10770_15,Early1:OPN,,Late1:CLS,0,19,B1
,,10770_15,Late1:CLS,,Late1:CLS,20,999,C2
,,10770_25_26,Early1:OPN,,Late1:OPN,0,10,B1
,,10770_25_26,Late1:OPN,,Late1:OPN,11,999,C2
,,10780_15,Early1:OPN,,Late1:CLS,0,74,A1
,,10780_15,Late1:CLS,,Late1:CLS,75,999,B1
,,10780_16_23_24_25,Early1:ALL,,Late1:OPN,0,29,B2
,,10780_16_23_24_25,Late1:OPN,,Late1:OPN,30,999,A1
,,10780_16_23_24_25,Late2:CLS,,Late2:CLS,25,999,C1
,,10790_13,Early1:ALL,,Mid1:OPN,1,24,A1
,,10790_13,Late1:CLS,,Late1:CLS,195,999,C3
,,10790_13,Late1:OPN,,Late1:CLS,120,194,A3
,,10790_13,Mid1:OPN,,Mid1:OPN,25,999,C1
,,10790_6_9_10_12_16_17_18,Early1:ALL,,Mid1:OPN,1,24,A1
,,10790_6_9_10_12_16_17_18,Late1:CLS,,Late1:CLS,195,999,B2
,,10790_6_9_10_12_16_17_18,Late1:OPN,,Late1:CLS,120,194,A2
,,10790_6_9_10_12_16_17_18,Mid1:OPN,,Mid1:OPN,25,999,B1
,,10800_1_7_8_9,Early1:ALL,,Mid1:OPN,0,14,A1
,,10800_1_7_8_9,Late1:CLS,,Late1:CLS,35,999,C1
,,10800_1_7_8_9,Mid1:OPN,,Late1:CLS,15,34,B1
,,10800_10_19,Early1:ALL,,Mid1:OPN,0,19,B1
,,10800_10_19,Late1:CLS,,Late1:CLS,50,999,C2
,,10800_10_19,Mid1:OPN,,Late1:CLS,20,49,A2
,,10800_13_14,Early1:ALL,,Mid1:OPN,0,19,B2
,,10800_13_14,Late1:CLS,,Late1:CLS,150,999,C3
,,10800_13_14,Late1:OPN,,Late1:CLS,100,149,A3
,,10800_13_14,Mid1:CLS,,Late1:OPN,60,99,C1
,,10800_13_14,Mid1:OPN,,Mid1:CLS,20,59,A1
,,10801_21_22_28,Early1:ALL,,Mid1:OPN,0,15,A1
,,10801_21_22_28,Late1:CLS,,Late1:CLS,50,999,C1
,,10801_21_22_28,Mid1:OPN,,Late1:CLS,16,49,B1
,,10802_21_22_28,Early1:ALL,,Mid1:OPN,0,29,A1
,,10802_21_22_28,Late1:CLS,,Late1:CLS,30,999,C2
,,10802_21_22_28,Mid1:OPN,,Mid1:OPN,30,999,B1
,,10803_6_12_15_16_17_18_23_24_25,Early1:ALL,,Mid1:OPN,0,19,A1
,,10803_6_12_15_16_17_18_23_24_25,Late1:CLS,,Late1:CLS,40,999,C1
,,10803_6_12_15_16_17_18_23_24_25,Mid1:OPN,,Late1:CLS,20,39,B1
,,10804_6_12_15_16_17_18_23_24_25,Early1:ALL,,Mid1:OPN,0,19,A1
,,10804_6_12_15_16_17_18_23_24_25,Late1:CLS,,Late1:CLS,150,999,E1
,,10804_6_12_15_16_17_18_23_24_25,Late1:OPN,,Late1:CLS,80,149,D1
,,10804_6_12_15_16_17_18_23_24_25,Mid1:CLS,,Late1:OPN,40,79,C1
,,10804_6_12_15_16_17_18_23_24_25,Mid1:OPN,,Mid1:CLS,20,39,B1
,,10810_15_16_23_24_28,Early1:ALL,,Mid1:OPN,0,9,B1
,,10810_15_16_23_24_28,Mid1:OPN,,Mid1:OPN,10,999,C2
,,10810_15_16_23_24_28,Mid2:OPN,,Mid1:OPN,10,29,A2
,,10810_18_19_21,Early1:ALL,,Mid1:OPN,0,4,B1
,,10810_18_19_21,Mid1:OPN,,Mid1:OPN,5,999,C2
,,10810_22,Early1:ALL,,Mid1:OPN,0,9,A1
,,10810_22,Mid1:OPN,,Mid1:OPN,10,999,C1
,,10810_27_33,Early1:ALL,,Mid1:OPN,0,9,A1
,,10810_27_33,Mid1:OPN,,Mid1:OPN,10,999,B1
,,10810_27_33,Mid2:OPN,,Mid1:OPN,10,29,B2
,,10810_6_12_13_17,Early1:ALL,,Mid1:OPN,0,4,B1
