bps_model_id,symbol,scientific_name,common_name
11250_20_29_30_31_33,HECO26,Hesperostipa comata,Needle and thread
11250_20_29_30_31_33,NAVI4,Nassella viridula,Green needlegrass
11250_20_29_30_31_33,CAFI,Carex filifolia,Threadleaf sedge
11250_6_12_13_15_16_17_18_23_24_25_28,ARTRW8,Artemisia tridentata ssp. Wyomingensis,Wyoming big sagebrush
11250_6_12_13_15_16_17_18_23_24_25_28,PSSP6,Pseudoroegneria spicata,Bluebunch wheatgrass
11250_6_12_13_15_16_17_18_23_24_25_28,ACTH7,Achnatherum thurberianum,Thurber’s needlegrass
11250_6_12_13_15_16_17_18_23_24_25_28,POSE,Poa secunda,Sandberg Bluegrass
11260_1_7_8_9_10_19,ARTRV,Artemisia tridentata ssp. vaseyana,Mountain big sagebrush
11260_1_7_8_9_10_19,PUTR2,Purshia tridentata,Antelope bitterbrush
11260_1_7_8_9_10_19,FEID,Festuca idahoensis,Idaho fescue
11260_1_7_8_9_10_19,FECA4,Festuca campestris,Rough fescue
11260_1_7_8_9_10_19,PSSP6,Pseudoroegneria spicata,Bluebunch wheatgrass
11260_1_7_8_9_10_19,ACNE9,Achnatherum nelsonii,Columbia needlegrass
11260_1_7_8_9_10_19,POSE,Poa secunda,Sandberg bluegrass
11260_13,ARTRV,Artemisia tridentata ssp. vaseyana,Mountain big sagebrush
11260_13,PUTR2,Purshia tridentata,Antelope bitterbrush
11260_13,SYOR2,Symphoricarpos oreophilus,Mountain snowberry
11260_13,POFE,Poa fendleriana,Muttongrass
11260_13,BRMA4,Bromus marginatus,Mountain brome
11260_20_29_33,ARTRV,Artemisia tridentata ssp. vaseyana,Mountain big sagebrush
11260_20_29_33,PSSP6,Pseudoroegneria spicata,Bluebunch wheatgrass
11260_20_29_33,FEID,Festuca idahoensis,Idaho fescue
11260_20_29_33,POSE,Poa secunda,Sandberg bluegrass
11260_20_29_33,SYOR2,Symphoricarpos oreophilus,Mountain snowberry
11260_20_29_33,BAIN,Balsamorhiza incana,Hoary balsamroot
11260_20_29_33,BASA3,Balsamorhiza sagittata,Arrowleaf balsamroot
11260_20_29_33,GEVI2,Geranium viscosissimum,Sticky purple geranium
11260_21,ARTRV,Artemisia tridentata ssp. vaseyana,Mountain big sagebrush
11260_21,PSSP6,Pseudoroegneria spicata,Bluebunch wheatgrass
11260_21,FEID,Festuca idahoensis,Idaho fescue
11260_21,POSE,Poa secunda,Sandberg bluegrass
11260_21,SYOR2,Symphoricarpos oreophilus,mountain snowberry
11260_21,BASA,Baccharis salicina,Great plains false willow
11260_21,,,
11260_22,ARTRV,Artemisia tridentata ssp. vaseyana,Mountain big sagebrush
11260_22,FEID,Festuca idahoensis,Idaho fescue
11260_22,POA,Poa,Bluegrass
11260_22,HECO6,Hemitomes congestum,Coneplant
11260_6_12_17_18_28,ARTRV,Artemisia tridentata ssp. vaseyana,Mountain big sagebrush
11260_6_12_17_18_28,PUTR2,Purshia tridentata,Antelope bitterbrush
11260_6_12_17_18_28,SYOR2,Symphoricarpos oreophilus,Mountain snowberry
11261_16_23_24,ARTRV,Artemisia tridentata ssp. vaseyana,Mountain big sagebrush
11261_16_23_24,PUTR2,Purshia tridentata,Antelope bitterbrush
11261_16_23_24,SYOR2,Symphoricarpos oreophilus,Mountain snowberry
11262_16_23,ARAR8,Artemisia arbuscula,Little sagebrush
11262_16_23,ARNO4,Artemisia nova,Black sagebrush
11262_16_23,ARCA13,Artemisia cana,Silver sagebrush
11262_16_23,ACTH7,Achnatherum thurberianum,Thurber's needlegrass
11262_16_23,PSSP6,Pseudoroegneria spicata,Bluebunch wheatgrass
11270_10_12_13_17_18,GRSP,Grayia spinosa,Spiny hopsage
11270_10_12_13_17_18,TETRA3,Tetradymia,Horsebrush
11270_10_12_13_17_18,ARTRW8,Artemisia tridentata ssp. wyomingensis,Wyoming big sagebrush
11270_10_12_13_17_18,ATCO,Atriplex confertifolia,Shadscale saltbush
11270_14,GRSP,Grayia spinosa,Spiny hopsage
11270_14,TETRA3,Tetradymia,Horsebrush
11270_14,ARTRW8,Artemisia tridentata ssp. wyomingensis,Wyoming big sagebrush
11270_14,ATCO,Atriplex confertifolia,Shadscale saltbush
11270_15,ARTRT,Artemisia tridentata ssp. tridentata,Basin big sagebrush
11270_15,ARTRW8,Artemisia tridentata ssp. wyomingensis,Wyoming big sagebrush
11270_15,ATCA2,Atriplex canescens,Fourwing saltbush
11270_15,ACHY,Achnatherum hymenoides,Indian ricegrass
11270_15,PSSP6,Pseudoroegneria spicata,Bluebunch wheatgrass
11270_16_23_24_25,ARTRT,Artemisia tridentata ssp. tridentate,Basin big sagebrush
11270_16_23_24_25,ARTRW8,Artemisia tridentata ssp. Wyomingensis,Wyoming big sagebrush
11270_16_23_24_25,ARFI2,Artemisia filifolia,Sand sagebrush
11270_16_23_24_25,EPHED,Ephedra,Jointfir
11270_16_23_24_25,ATCA2,Atriplex canescens,Fourwing saltbush
11270_16_23_24_25,ACHY,Achnatherum hymenoides,Indian ricegrass
11270_16_23_24_25,PSSP6,Pseudoroegneria spicata,Bluebunch wheatgrass
11270_21,GRSP,Grayia spinosa,Spiny hopsage
11270_21,TETRA3,Tetradymia,Horsebrush
11270_21,ARTR2,Artemisia tridentata,Big sagebrush
11270_21,ATCO,Atriplex confertifolia,Shadscale saltbush
11270_22,ATCO,Atriplex confertifolia,Shadscale saltbush
11270_22,PIDE4,Picrothamnus desertorum,Bud sagebrush
11270_22,KRLA2,Krascheninnikovia lanata,Winterfat
11270_22,ATCA2,Atriplex canescens,Fourwing saltbush
11270_22,TETRA3,Tetradymia,Horsebrush
11270_22,CHVI8,Chrysothamnus viscidiflorus,Yellow rabbitbrush
11270_22,GUSA2,Gutierrezia sarothrae,Broom snakeweed
11270_22,GRSP,Grayia spinosa,Spiny hopsage
11270_28,ARTRT,Artemisia tridentata ssp. tridentata,Basin big sagebrush
11270_28,ARTRW8,Artemisia tridentata ssp. wyomingensis,Wyoming big sagebrush
11270_28,ATCA2,Atriplex canescens,Fourwing saltbush
11270_28,ACHY,Achnatherum hymenoides,Indian ricegrass
11270_28,PSSP6,Pseudoroegneria spicata,Bluebunch wheatgrass
11270_7_8_9,GRSP,Grayia spinosa,Spiny hopsage
11270_7_8_9,TETRA3,Tetradymia,Horsebrush
11270_7_8_9,ARTRW8,Artemisia tridentata ssp. wyomingensis,Wyoming big sagebrush
11270_7_8_9,ATCO,Atriplex confertifolia,Shadscale saltbush
11280_2_3_4,BAPI,Baccharis pilularis,Coyotebrush
11280_2_3_4,ERST9,Eriophyllum stoechadifolium,Seaside woolly sunflower
11280_2_3_4,FRCA12,Frangula californica,California buckthorn
11280_2_3_4,TODI,Toxicodendron diversilobum,Pacific poison oak
11280_2_3_4,RUUR,Rubus ursinus,California blackberry
11280_2_3_4,RUPA,Rubus parviflorus,Thimbleberry
11280_2_3_4,CETH,Ceanothus thyrsiflorus,Blueblossom
11290_4_5,NAPU4,Nassella pulchra,Purple needlegrass
11290_4_5,POSE,Poa secunda,Sandberg bluegrass
11290_4_5,VUMI,Vulpia microstachys,Small fescue
11290_4_5,NACE,Nassella cernua,Nodding tussockgrass
11300_3_4,CAOP2,Calamagrostis ophitidis,Serpentine reedgrass
11300_3_4,ESCA2,Eschscholzia californica,California poppy
11300_3_4,VUMIC,Vulpia microstachys var. ciliata,Eastwood fescue
11300_3_4,POSE,Poa secunda,Sandberg bluegrass
11300_3_4,NACE,Nassella cernua,Nodding tussockgrass
11300_3_4,NAPU4,Nassella pulchra,Purple tussockgrass
11310_2_3_4,CANU,Calamagrostis nutkaensis,Pacific reedgrass
11310_2_3_4,DACA3,Danthonia californica,California oatgrass
11310_2_3_4,DECA,Delphinium californicum,larkspur
11310_2_3_4,FERU,Fendlera rupicola,Cliff fendlerbush
11310_2_3_4,FEID,Festuca idahoensis,Idaho fescue
11310_2_3_4,HOBR2,Hordeum brachyantherum,Meadow barley
11310_2_3_4,SAAR,Sabatia arenicola,Sand rose gentian
11320_31_38,HECO26,Hesperostipa comata,Needle and thread
11320_31_38,NAVI4,Nassella viridula,Green needlegrass
11320_31_38,PASM,Pascopyrum smithii,Western wheatgrass
11320_31_38,CAFI,Carex filifolia,Threadleaf sedge
11320_31_38,KOMA,Koeleria macrantha,Prairie junegrass
11320_31_38,ANGE,Andropogon gerardii,Big bluestem
11320_31_38,SCSC,Schizachyrium scoparium,Little bluestem
11320_31_38,BOCU,Bouteloua curtipendula,Sideoats grama
11320_32_34_35,BOBA3,Bothriochloa barbinodis,Cane bluestem
11320_32_34_35,SCSC,Schizachyrium scoparium,Little bluestem
11320_32_34_35,NALE3,Nassella leucotricha,Texas tussockgrass
11320_32_34_35,ERIN,Eragrostis intermedia,Plains lovegrass
11320_32_34_35,BOGR2,Bouteloua gracilis,Blue grama
11320_32_34_35,BOCU,Bouteloua curtipendula,Sideoats grama
11320_32_34_35,SONU2,Sorghastrum nutans,Indiangrass
11320_32_34_35,PRGL2,Prosopis glandulosa,Honey mesquite
11320_33,PASM,Pascopyrum smithii,Western wheatgrass
11320_33,SCSC,Schizachyrium scoparium,Little bluestem
11320_33,HECO26,Hesperostipa comata,Needle and thread
11320_33,BOGR2,Bouteloua gracilis,Blue grama
11320_33,BOCU,Bouteloua curtipendula,Sideoats grama
11320_33,SONU2,Sorghastrum nutans,Indiangrass
11320_33,PAVI2,Panicum virgatum,Switchgrass
11330_25,BOER4,Bouteloua eriopoda,Black grama
11330_25,SPFL2,Sporobolus flexuosus,Mesa dropseed
11330_25,PRGL2,Prosopis glandulosa,Honey mesquite
11330_25,GUSA2,Gutierrezia sarothrae,Broom snakeweed
11330_25,ARIST,Aristida,Threeawn
11340_10,PSSP6,Pseudoroegneria spicata,Bluebunch wheatgrass
11340_10,POSE,Poa secunda,Sandberg bluegrass
11340_10,SPCR,Sporobolus cryptandrus,Sand dropseed
11340_10,FEID,Festuca idahoensis,Idaho fescue
11340_10,ARPUL,Aristida purpurea,Fendler threeawn
11340_10,ARRI2,Artemisia rigida,Scabland sagebrush
11340_10,CELAR,Celtis laevigate,Netleaf hackberry
11340_8_9,PSSP,Psilostrophe sparsiflora,Greenstem paperflower
11340_8_9,POSE,Poa secunda,Sandberg bluegrass
11340_8_9,BASA3,Balsamorhiza sagittata,Arrowleaf balsamroot
11340_8_9,FEID,Festuca idahoensis,Idaho fescue
11340_8_9,KOMA,Koeleria macrantha,Prairie junegrass
11350_13_14,ACHY,Achnatherum hymenoides,Indian ricegrass
11350_13_14,HECO26,Hesperostipa comata,Needle and thread
11350_13_14,PLJA,Pleuraphis jamesii,James' galleta
11350_13_14,ARTR2,Artemisia tridentata,Big sagebrush
11350_13_14,GRSP,Grayia spinosa,Spiny hopsage
11350_13_14,PLRI,Pleopeltis riograndensis,Rio grande scaly polypody
11350_15_28,BOGR2,Bouteloua gracilis,Blue grama
11350_15_28,ACHY,Achnatherum hymenoides,Indian ricegrass
11350_15_28,HECO26,Hesperostipa comata,Needle and thread
11350_15_28,PLEUR12,Pleuraphis,Galleta grass
11350_15_28,ARIST,Aristida,Threeawn
11350_15_28,MUHLE,Muhlenbergia,Muhly
11350_16_23_24,BOGR2,Bouteloua gracilis,Blue grama
11350_16_23_24,ACHY,Achnatherum hymenoides,Indian ricegrass
11350_16_23_24,HECO26,Hesperostipa comata,Needle and thread
11350_16_23_24,PLEUR12,Pleuraphis,Galleta grass
11350_22,BOGR2,Bouteloua gracilis,Blue grama
11350_22,ACHY,Achnatherum hymenoides,Indian ricegrass
11350_22,HECO26,Hesperostipa comata,Needle and thread
11350_22,ARIST,Aristida,Threeawn
11350_22,MUHLE,Muhlenbergia,Muhly
11350_25,BOGR2,Bouteloua gracilis,Blue grama
11350_25,ACHY,Achnatherum hymenoides,Indian ricegrass
11350_25,HECO26,Hesperostipa comata,Needle and thread
11350_25,PLEUR12,Pleuraphis,Galleta grass
11350_25,ARIST,Aristida,Threeawn
11350_25,MUHLE,Muhlenbergia,Muhly
11350_7_8_9_10_12_17_18,ACHY,Achnatherum hymenoides,Indian ricegrass
11350_7_8_9_10_12_17_18,HECO26,Hesperostipa comata,Needle and thread
11350_7_8_9_10_12_17_18,LECI4,Leymus cinereus,Basin wildrye
11350_7_8_9_10_12_17_18,ARTR2,Artemisia tridentata,Big sagebrush
11350_7_8_9_10_12_17_18,GRSP,Grayia spinosa,Spiny hopsage
11350_7_8_9_10_12_17_18,ATCA2,Atriplex canescens,Fourwing saltbush
11360_6,PHDI3,Phlox diffusa,Spreading phlox
11360_6,PHCO12,Phlox covillei,Coville’s phlox
11360_6,ERPY,Erigeron pygmaeus,Pygmy fleabane
11360_6,PONE4,Podistera nevadensis,Nevada podistera
11360_6,CACO12,Carex congdonii,Congdon’s sedge
11360_6,CAPU,Calamagrostis purpurascens,Purple reedgrass
11360_6,ERIN9,Eriogonum incanum,Frosted buckwheat
11360_6,RAMU3,Raillardiopsis muirii,Muir’s raillardiopsis
11370_3_6,ACMIO,Achillea millefolium var. occidentalis,Western yarrow
11370_3_6,ARRO4,Artemisia rothrockii,Timberline sagebrush
11370_3_6,ORAL4,Oreostemma alpigenum,Tundra aster
11370_3_6,CABR,Calamagrostis breweri,Shorthair reedgrass
11370_3_6,CIUM,Cistanthe umbellata,Mt. hood pussypaws
11370_3_6,CAEX4,Carex exserta,Shorthair sedge
11370_3_6,ERIN9,Eriogonum incanum,Frosted buckwheat
11370_3_6,HOPU8,Horkeliella purpurascens,Purple false horkelia
11380_1,ELYMU,Elymus,Wildrye
11380_1,FEID,Festuca idahoensis,Idaho fescue
11380_1,NACE,Nassella cernua,Nodding tussockgrass
11380_1,CAREX,Carex,Sedge
11380_3_5,ELYMU,Elymus,Wildrye
11380_3_5,FEID,Festuca idahoensis,Idaho fescue
11380_3_5,NACE,Nassella cernua,Nodding tussockgrass
11380_3_5,CAREX,Carex,Sedge
11380_6,ELYMU,Elymus,Wildrye
11380_6,FEID,Festuca idahoensis,Idaho fescue
11380_6,NACE,Nassella cernua,Nodding tussockgrass
11380_6,CAREX,Carex,Sedge
11390_10_19,PSSP6,Pseudoroegneria spicate,Bluebunch wheatgrass
11390_10_19,FEID,Festuca idahoensis,Idaho fescue
11390_10_19,FECA4,Festuca campestris,Rough fescue
11390_10_19,STCO,Stachys coccinea,Scarlet hedgenettle
11390_18,FEID,Festuca idahoensis,Idaho fescue
11390_18,FECA4,Festuca campestris,Rough fescue
11390_18,BASA3,Balsamorhiza sagittata,Arrowleaf balsamroot
11390_18,KOMA,Koeleria macrantha,Prairie junegrass
11390_20,PSSP6,Pseudoroegneria spicata,Bluebunch wheatgrass
11390_20,FEID,Festuca idahoensis,Idaho fescue
11390_20,FECA4,Festuca campestris,Rough fescue
11390_20,ACNE9,Achnatherum nelsonii,Columbia needlegrass
11390_20,LEKI2,Leucopoa kingii,Spike fescue
11390_20,SCHIZ4,Schizachyrium,Little bluestem
11390_20,ELMA7,Elymus macrourus,Thickspike wheatgrass
11390_20,ELTR7,Elymus trachycaulus,Slender wheatgrass
11390_21,PSSP6,Pseudoroegneria spicata,Bluebunch wheatgrass
11390_21,FEID,Festuca idahoensis,Idaho fescue
11390_21,ERIOG,Eriogonum,Buckwheat
11390_21,ACNE9,Achnatherum nelsonii,Columbia needlegrass
11390_21,ELTR7,Elymus trachycaulus,Slender wheatgrass
11390_21,ACLE9,Achnatherum lettermanii,Letterman's needlegrass
11390_21,PHLOX,Phlox,Phlox
11390_21,GEVI2,Geranium viscosissimum,Sticky purple geranium
11390_22,PSSP6,Pseudoroegneria spicata,Bluebunch wheatgrass
11390_22,ERIOG,Eriogonum,Buckwheat
11390_22,POSE,Poa secunda,Sandberg bluegrass
11390_22,ACNE9,Achnatherum nelsonii,Columbia needlegrass
11390_22,ELTR7,Elymus trachycaulus,Slender wheatgrass
11390_22,KOMA,Koeleria macrantha,Prairie junegrass
11390_22,PHLOX,Phlox,Phlox
11390_29,PSSP6,Pseudoroegneria spicata,Bluebunch wheatgrass
11390_29,FEID,Festuca idahoensis,Idaho fescue
11390_29,FECA4,Festuca campestris,Rough fescue
11390_29,ACNE9,Achnatherum nelsonii,Columbia needlegrass
11390_29,LEKI2,Leucopoa kingii,Spike fescue
11390_29,SCHIZ4,Schizachyrium,Little bluestem
11390_29,ELMA7,Elymus macrourus,Thickspike wheatgrass
11390_29,ELTR7,Elymus trachycaulus,Slender wheatgrass
11390_8_9,FEID,Festuca idahoensis,Idaho fescue
11390_8_9,FECA4,Festuca campestris,Rough fescue
11390_8_9,KOMA,Koeleria macrantha,Prairie junegrass
11390_8_9,PSSP6,Pseudoroegneria spicata,Bluebunch wheatgrass
11400_10_19,FEVI,Festuca viridula,Greenleaf fescue
11400_10_19,FEID,Festuca idahoensis,Idaho fescue
11400_10_19,ASTER,Aster,Aster
11400_10_19,ERIOG,Eriogonum,Buckwheat
11400_20,FECA4,Festuca campestris,Rough fescue
11400_20,FEID,Festuca idahoensis,Idaho fescue
11400_20,ASTER,Aster,Aster
11400_20,ERIOG,Eriogonum,Buckwheat
11400_20,ACRI8,Achnatherum richardsonii,Richardson's needlegrass
11400_20,KOMA,Koeleria macrantha,Prairie junegrass
11400_20,TRSP2,Trisetum spicatum,Spike trisetum
11400_20,BASA3,Balsamorhiza sagittata,Arrowleaf balsamroot
11400_21,FEID,Festuca idahoensis,Idaho fescue
11400_21,ASTER,Aster,Aster
11400_21,ERIOG,Eriogonum,Buckwheat
11400_21,BROMU,Bromus,Brome
11400_21,DANTH,Danthonia,Oatgrass
11400_29,PSSP6,Pseudoroegneria spicata,Bluebunch wheatgrass
11400_29,FEID,Festuca idahoensis,Idaho fescue
11400_29,ASTER,Aster,Aster
11400_29,ERIOG,Eriogonum,Buckwheat
11400_29,ACRI8,Achnatherum richardsonii,Richardson's needlegrass
11400_29,KOMA,Koeleria macrantha,Prairie junegrass
11400_29,TRSP2,Trisetum spicatum,Spike trisetum
11400_29,ACOC3,Achnatherum occidentale,Western needlegrass
11400_9,FEVI,Festuca viridula,Greenleaf fescue
11400_9,ABLAL,Abies lasiocarpa var. lasiocarpa,Subalpine fir
11410_20,PSSP6,Pseudoroegneria spicata,Bluebunch wheatgrass
11410_20,NAVI4,Nassella viridula,Green needlegrass
11410_20,PASM,Pascopyrum smithii,Western wheatgrass
11410_20,HECOC8,Hesperostipa comata ssp. comata,Needle and thread
11410_20,SCSC,Schizachyrium scoparium,Little bluestem
11410_20,KOMA,Koeleria macrantha,Prairie junegrass
11410_20,POSE,Poa secunda,Sandberg bluegrass
11410_20,BOGR2,Bouteloua gracilis,Blue grama
11410_29_30,PSSP6,Pseudoroegneria spicata,Bluebunch wheatgrass
11410_29_30,NAVI4,Nassella viridula,Green needlegrass
11410_29_30,PASM,Pascopyrum smithii,Western wheatgrass
11410_29_30,HECOC8,Hesperostipa comata ssp. comata,Needle and thread
11410_29_30,SCSC,Schizachyrium scoparium,Little bluestem
11410_29_30,KOMA,Koeleria macrantha,Prairie junegrass
11410_29_30,POSE,Poa secunda,Sandberg bluegrass
11410_29_30,BOGR2,Bouteloua gracilis,Blue grama
11410_31,PSSP6,Pseudoroegneria spicata,Bluebunch wheatgrass
11410_31,NAVI4,Nassella viridula,Green needlegrass
11410_31,PASM,Pascopyrum smithii,Western wheatgrass
11410_31,HECOC8,Hesperostipa comata ssp. comata,Needle and thread
11410_31,SCSC,Schizachyrium scoparium,Little bluestem
11410_31,KOMA,Koeleria macrantha,Prairie junegrass
11410_31,ANGE,Andropogon gerardii,Big bluestem
11410_31,BOGR2,Bouteloua gracilis,Blue grama
11410_39,PSSP6,Pseudoroegneria spicata,Bluebunch wheatgrass
11410_39,NAVI4,Nassella viridula,Green needlegrass
11410_39,PASM,Pascopyrum smithii,Western wheatgrass
11410_39,HECOC8,Hesperostipa comata ssp. comata,Needle-and-thread
11410_39,SCSC,Schizachyrium scoparium,Little bluestem
11410_39,KOMA,Koeleria macrantha,Prairie junegrass
11410_39,ANGE,Andropogon gerardii,Big bluestem
11410_39,BOGR2,Bouteloua gracilis,Blue grama
11410_40,PSSP6,Pseudoroegneria spicata,Bluebunch wheatgrass
11410_40,NAVI4,Nassella viridula,Green needlegrass
11410_40,PASM,Pascopyrum smithii,Western wheatgrass
11410_40,HECOC8,Hesperostipa comata ssp. comata,Needle-and-thread
11410_40,SCSC,Schizachyrium scoparium,Little bluestem
11410_40,KOMA,Koeleria macrantha,Prairie junegrass
11410_40,ANGE,Andropogon gerardii,Big bluestem
11410_40,BOGR2,Bouteloua gracilis,Blue grama
11420_8,PSSP4,Pseudelephantopus spicatus,Dog's-tongue
11420_8,FEID,Festuca idahoensis,Idaho fescue
11420_8,HECO,Hedeoma costata,Ribbed false pennyroyal
11420_8,ACSC,Acacia schottii,Schott's wattle
11420_8,AMAL,Amaranthus albus,Prostrate pigweed
11420_9_10,PSSP4,Pseudelephantopus spicatus,Dog’s-tongue
11420_9_10,FEID,Festuca idahoensis,Idaho fescue
11420_9_10,HECO,Hedeoma costata,Ribbed false pennyroyal
11420_9_10,ACSC,Acacia schottii,Schott’s wattle
11420_9_10,AMAL,Amaranthus albus,Prostrate pigweed
11430_9_19_21_28,SIAC,Silene acaulis,Moss campion
11430_9_19_21_28,TRNA2,Trifolium nanum,Dwarf clover
11430_9_19_21_28,PHCO11,Phlox condensata,Dwarf phlox
11430_9_19_21_28,FEBR,Festuca brachyphylla,Alpine fescue
11430_9_19_21_28,CLME,Claytonia megarhiza,Alpine springbeauty
11430_9_19_21_28,DROCH,Dryas octopetala ssp. hookeriana,Hooker’s mountain-avens
11440_12_16_19_28,ARAR9,Artemisia arctica,Boreal sagebrush
11440_12_16_19_28,CAEL3,Carex elynoides,Blackroot sedge
11440_12_16_19_28,CAFO3,Carex foenea,Dryspike sedge
11440_12_16_19_28,CASC10,Carex scirpoidea,Northern singlespike sedge
11440_12_16_19_28,CANA2,Carex nardina,Spike sedge
11440_12_16_19_28,CARU3,Carex rupestris,Curly sedge
11440_12_16_19_28,DECA18,Deschampsia caespitosa,Tufted hairgrass
11440_12_16_19_28,FEBR,Festuca brachyphylla,Alpine fescue
11440_21_22,ARAR9,Artemisia arctica,Boreal sagebrush
11440_21_22,CAEL3,Carex elynoides,Blackroot sedge
11440_21_22,CAFO3,Carex Foenea,Dryspike sedge
11440_21_22,CASC10,Carex scirpoidea,Northern singlespike sedge
11440_21_22,CANA2,Carex nardina,Spike sedge
11440_21_22,CARU3,Carex rupestris,Curly sedge
11440_21_22,DECA18,Deschampsia caespitosa,Tufted hairgrass
11440_21_22,FEBR,Festuca brachyphylla,Alpine fescue
11450_13,BRCA5,Bromus carinatus,California brome
11450_13,ACLE,Acer leucoderme,Chalk maple
11450_13,DECA,Delphinium californicum,California larkspur
11450_13,AGUR,Agastache urticifolia,Nettleleaf giant hyssop
11450_13,LUPIN,Lupinus,Lupine
11450_13,OSMOR,Osmorhiza,Sweetroot
11450_13,THALI,Thalia,Alligator-flag
11450_13,ERIGE,Erigenia,Erigenia
11450_16,LIGUS,Ligusticum,Licorice-root
11450_16,SENEC,Senecio,Ragwort
11450_16,PENST,Penstemon,Beardtongue
11450_16,HACKE,Hackelia,Stickseed
11450_16,LUPIN,Lupinus,Lupine
11450_16,OSMOR,Osmorhiza,Sweetroot
11450_16,THALI,Thalia,Alligator-flag
11450_16,ERIGE,Erigenia,Erigenia
11450_17,LIGUS,Ligusticum,Licorice-root
11450_17,SENEC,Senecio,Ragwort
11450_17,PENST,Penstemon,Beardtongue
11450_17,HACKE,Hackelia,Stickseed
11450_17,LUPIN,Lupinus,Lupine
11450_17,OSMOR,Osmorhiza,Sweetroot
11450_17,THALI,Thalia,Alligator-flag
11450_17,ERIGE,Erigenia,Erigenia
11450_20,ERIGE2,Erigeron,Fleabane
11450_20,MERTE,Mertensia,Bluebells
11450_20,PENST,Penstemon,Beardtongue
11450_20,CAMPA,Campanula,Bellflower
11450_20,LUPIN,Lupinus,Lupine
11450_20,SOLID,Solidago,Goldenrod
11450_20,DECA18,Deschampsia caespitosa,Tufted hairgrass
11450_20,KOELE,Koeleria,Junegrass
11450_21,ERIGE2,Erigeron,Fleabane
11450_21,MERTE,Mertensia,Bluebells
11450_21,PENST,Penstemon,Beardtongue
11450_21,CAMPA,Campanula,Bellflower
11450_21,LUPIN,Lupinus,Lupine
11450_21,SOLID,Solidago,Goldenrod
11450_21,DELPH,Delphinium,Larkspur
11450_21,KOELE,Koeleria,Junegrass
11450_22_24_28,ERIGE2,Erigeron,Fleabane
11450_22_24_28,MERTE,Mertensia,Bluebells
11450_22_24_28,PENST,Penstemon,Beardtongue
11450_22_24_28,CAMPA,Campanula,Bellflower
11450_22_24_28,LUPIN,Lupinus,Lupine
11450_22_24_28,SOLID,Solidago,Goldenrod
11450_22_24_28,DECA18,Deschampsia caespitosa,Tufted hairgrass
11450_22_24_28,KOELE,Koeleria,Junegrass
11450_29,ERIGE2,Erigeron,Fleabane
11450_29,MERTE,Mertensia,Bluebells
11450_29,PENST,Penstemon,Beardtongue
11450_29,CAMPA,Campanula,Bellflower
11450_29,LUPIN,Lupinus,Lupine
11450_29,SOLID,Solidago,Goldenrod
11450_29,DECA18,Deschampsia caespitosa,Tufted hairgrass
11450_29,CAREX,Carex,Sedge
11450_9_10_19,ERIGE2,Erigeron,Fleabane
11450_9_10_19,MERTE,Mertensia,Bluebells
11450_9_10_19,PENST,Penstemon,Beardtongue
11450_9_10_19,CAMPA,Campanula,Bellflower
11450_9_10_19,LUPIN,Lupinus,Lupine
11450_9_10_19,SOLID,Solidago,Goldenrod
11450_9_10_19,DECA18,Deschampsia caespitosa,Tufted hairgrass
11450_9_10_19,KOELE,Koeleria,Junegrass
11460_15_16_23_24_25_28,FETH,Festuca thurberi,Thurber’s fescue
11460_15_16_23_24_25_28,FEAR2,Festuca arizonica,Arizona fescue
11460_15_16_23_24_25_28,MUMO,Muhlenbergia montana,Mountain muhly
11460_15_16_23_24_25_28,DAPA2,Danthonia parryi,Parry’s oatgrass
