bps_model_id,symbol,scientific_name,common_name
13210_61_63,QURU,Quercus rubra,Northern red oak
13210_61_63,JUNI,Juglans nigra,Black walnut
13210_61_63,CADE12,Castanea dentata,American chestnut
13210_61_63,TSCA,Tsuga canadensis,Eastern hemlock
13210_62,FAGR,Fagus grandifolia,American beech
13210_62,LITU,Liriodendron tulipifera,Tuliptree
13210_62,ACSA3,Acer saccharum,Sugar maple
13210_62,TIAMH,Tilia americana var. heterophylla,American basswood
13210_62,AEFL,Aesculus flava,Yellow buckeye
13210_62,QURU,Quercus rubra,Northern red oak
13210_62,QUAL,Quercus alba,White oak
13210_62,FRAM2,Fraxinus americana,White ash
13220_45,FAGR,Fagus grandifolia,American beech
13220_45,LITU,Liriodendron tulipifera,Tuliptree
13220_45,ACBA3,Acer barbatum,Southern sugar maple
13220_45,QURU,Quercus rubra,Northern red oak
13220_45,QUAL,Quercus alba,White oak
13220_45,TIAMC,Tilia americana var. caroliniana,Carolina basswood
13230_32_36_37_44_45_98,QUAL,Quercus alba,White oak
13230_32_36_37_44_45_98,QURU,Quercus rubra,Northern red oak
13230_32_36_37_44_45_98,FAGR,Fagus grandifolia,American beech
13230_32_36_37_44_45_98,QUPA5,Quercus pagoda,Cherrybark oak
13240_60_65_66,QUVE,Quercus velutina,Black oak
13240_60_65_66,QUAL,Quercus alba,White oak
13240_60_65_66,CATO,Calochortus tolmiei,Tolmie star-tulip
13240_60_65_66,QURU,Quercus rubra,Northern red oak
13240_60_65_66,QUST,Quercus stellata,Post oak
13240_60_65_66,PIST,Pinus strobus,Eastern white pine
13250_46_47_48,FAGR,Fagus grandifolia,American beech
13250_46_47_48,QUAL,Quercus alba,White oak
13250_46_47_48,QUPA5,Quercus pagoda,Cherrybark oak
13250_46_47_48,LITU,Liriodendron tulipifera,Tuliptree
13250_46_47_48,LIST2,Liquidambar styraciflua,Sweetgum
13250_46_47_48,PITA,Pinus taeda,Loblolly pine
13260_47,QUST,Quercus stellata,Post oak
13260_47,QUAL,Quercus alba,White oak
13260_47,CAOV2,Carya ovata,Shagbark hickory
13260_47,CAGL8,Carya glabra,Pignut hickory
13260_47,QUVE,Quercus velutina,Black oak
13260_47,QUFA,Quercus falcata,Southern red oak
13260_47,QUPA5,Quercus pagoda,Cherrybark oak
13260_47,LIST2,Liquidambar styraciflua,Sweetgum
13260_49,QUST,Quercus stellata,Post oak
13260_49,QUMA3,Quercus marilandica,Blackjack oak
13260_49,QUERC,Quercus,Oak
13260_49,CAOV2,Carya ovata,Shagbark hickory
13260_49,CAAL27,Carya alba,Mockernut hickory
13260_49,CATE9,Carya texana,Black hickory
13260_49,DIVI5,Diospyros virginiana,Common persimmon
13260_49,CAREX,Carex,Sedge
13270_45_46_47,FAGR,Fagus grandifolia,American beech
13270_45_46_47,QUAL,Quercus alba,White oak
13270_45_46_47,QUVE,Quercus velutina,Black oak
13270_45_46_47,LITU,Liriodendron tulipifera,Tuliptree
13270_45_46_47,LIQUI,Liquidambar,Sweetgum
13270_45_46_47,QUPA5,Quercus pagoda,Cherrybark oak
13270_45_46_47,NYSY,Nyssa sylvatica,Blackgum
13270_45_46_47,QUMI,Quercus michauxii,Swamp chestnut oak
13280_46_99,ACBA3,Acer barbatum,Southern sugar maple
13280_46_99,QUPA5,Quercus pagoda,Cherrybark oak
13280_46_99,QUSH,Quercus shumardii,Shumard's oak
13280_46_99,CACA38,Carya carolinae-septentrionalis,Southern shagbark hickory
13280_46_99,FRAM2,Fraxinus americana,White ash
13280_46_99,JUVIV,Juniperus virginiana var. virginiana,Eastern redcedar
13280_46_99,OSVIV,Ostrya virginiana var. virginiana,Hophornbeam
13280_46_99,QUMU,Quercus muehlenbergii,Chinkapin oak
13290_45_46_99,QUPA5,Quercus pagoda,Cherrybark oak
13290_45_46_99,LIQUI,Liquidambar,Sweetgum
13290_45_46_99,FAGR,Fagus grandifolia,American beech
13290_45_46_99,MAGR4,Magnolia grandiflora,Southern magnolia
13290_45_46_99,QUNI,Quercus nigra,Water oak
13290_45_46_99,PITA,Pinus taeda,Loblolly pine
13290_45_46_99,PIGL2,Pinus glabra,Spruce pine
13290_45_46_99,NYSY,Nyssa sylvatica,Blackgum
13300_46_48_54_55_56_99,PIEC2,Pinus echinata,Shortleaf pine
13300_46_48_54_55_56_99,QUAL,Quercus alba,White oak
13300_46_48_54_55_56_99,CAAL27,Carya alba,Mockernut hickory
13300_46_48_54_55_56_99,QUFA,Quercus falcata,Southern red oak
13300_46_48_54_55_56_99,PITA,Pinus taeda,Loblolly pine
13300_46_48_54_55_56_99,QUST,Quercus stellata,Post oak
13300_46_48_54_55_56_99,QUHE2,Quercus hemisphaerica,Quercus hemisphaerica
13310_39_40_41,POTR5,Populus tremuloides,Quaking aspen
13310_39_40_41,QUMA2,Quercus macrocarpa,Bur oak
13310_39_40_41,PIBA2,Pinus banksiana,Jack pine
13310_39_40_41,SABE2,Salix bebbiana,Bebb willow
13310_39_40_41,COAM3,Corylus americana,American hazelnut
13310_39_40_41,AMELA,Amelanchier,Serviceberry
13310_39_40_41,ARLU,Artemisia ludoviciana,White sagebrush
13310_39_40_41,ANGE,Andropogon gerardii,Big bluestem
13330_56,METO3,Metopium toxiferum,Florida poisontree
13330_56,EUGEN,Eugenia,Stopper
13330_56,BUSI,Bursera simaruba,Gumbo limbo
13330_56,RANDI,Randia,Indigoberry
13330_56,RESE,Reynosia septentrionalis,Darlingplum
13330_56,COAR,Coccothrinax argentata,Florida silver palm
13330_56,THRIN,Thrinax,Thatch palm
13330_56,PIELD,Pinus elliottii var. densa,Florida slash pine
13340_32_43_44,FAGR,Fagus grandifolia,American beech
13340_32_43_44,QURU,Quercus rubra,Northern red oak
13340_32_43_44,ACSA3,Acer saccharum,Sugar maple
13340_32_43_44,ACRU,Acer rubrum,Red maple
13340_32_43_44,QUAL,Quercus alba,White oak
13340_32_43_44,MAAC,Magnolia acuminata,Cucumber-tree
13350_55_58_60,QUAL,Quercus alba,White oak
13350_55_58_60,QUST,Quercus stellata,Post oak
13350_55_58_60,CAGL8,Carya glabra,Pignut hickory
13350_55_58_60,QUFA,Quercus falcata,Southern red oak
13350_55_58_60,PITA,Pinus taeda,Loblolly pine
13350_55_58_60,CAAL27,Carya alba,Mockernut hickory
13350_55_58_60,QUHE2,Quercus hemisphaerica,Quercus hemisphaerica
13350_55_58_60,PIEC2,Pinus echinata,Shortleaf pine
13360_56,QUVI,Quercus virginiana,Live oak
13360_56,SAPA,Sabal palmetto,Cabbage palmetto
13360_56,CHAL8,Chiococca alba,West indian milkberry
13360_56,COUV,Coccoloba uvifera,Seagrape
13360_56,PIPI3,Piscidia piscipula,Florida fishpoison tree
13360_56,EUAX,Eugenia axillaris,White stopper
13360_56,YUAL,Yucca aloifolia,Aloe yucca
13360_56,MUCA2,Muhlenbergia capillaris,Hairawn muhly
13370_56,QUVI,Quercus virginiana,Live oak
13370_56,SERE2,Serenoa repens,Saw palmetto
13370_56,SAPA,Sabal palmetto,Cabbage palmetto
13370_56,MYFR,Myrcianthes fragrans,Twinberry
13370_56,COUV,Coccoloba uvifera,Seagrape
13370_56,GUDI,Guapira discolor,Beeftree
13370_56,EXPA,Exothea paniculata,Butterbough
13380_36,QUFU,Quercus fusiformis,Plateau oak
13380_36,QUVI,Quercus virginiana,Live oak
13380_36,PEBO,Persea borbonia,Redbay
13380_36,QUHE2,Quercus hemisphaerica,Quercus hemisphaerica
13380_36,MOCE2,Morella cerifera,Wax myrtle
13380_36,VIMU2,Vitis mustangensis,Mustang grape
13380_36,CAAM2,Callicarpa americana,American beautyberry
13380_36,ILVO,Ilex vomitoria,Yaupon
13390_36_37_98,QUVI,Quercus virginiana,Live oak
13390_36_37_98,CELA,Celtis laevigata,Sugarberry
13390_36_37_98,ZACL,Zanthoxylum clava-herculis,Hercules' club
13390_36_37_98,CRVI2,Crataegus viridis,Green hawthorn
13390_36_37_98,ACFA,Acacia farnesiana,Sweet acacia
13390_36_37_98,MOCE2,Morella cerifera,Wax myrtle
13400_61,ARABI2,Arabis,Rockcress
13400_61,CLAL,Clematis albicoma,Whitehair leather flower
13400_61,CLVI8,Clematis viticaulis,Millboro leather flower
13400_61,ERAL5,Eriogonum allenii,Shalebarren buckwheat
13400_61,QUPR2,Quercus prinus,Chestnut oak
13400_61,PIVI2,Pinus virginiana,Virginia pine
13400_61,JUVI,Juniperus virginiana,Eastern redcedar
13400_61,FRAM2,Fraxinus americana,White ash
13420_59,QUST,Quercus stellata,Post oak
13420_59,QUMA3,Quercus marilandica,Blackjack oak
13420_59,QUAL,Quercus alba,White oak
13420_59,CAAL27,Carya alba,Mockernut hickory
13420_59,FRAM2,Fraxinus americana,White ash
13420_59,SCSC,Schizachyrium scoparium,Little bluestem
13420_59,PIEC2,Pinus echinata,Shortleaf pine
13420_59,VACCI,Vaccinium,Blueberry
13430_54_55,QUAL,Quercus alba,White oak
13430_54_55,FAGR,Fagus grandifolia,American beech
13430_54_55,QUPA5,Quercus pagoda,Cherrybark oak
13430_54_55,LITU,Liriodendron tulipifera,Tuliptree
13430_54_55,LIST2,Liquidambar styraciflua,Sweetgum
13430_54_55,QUSH,Quercus shumardii,Shumard's oak
13430_58_60,QUAL,Quercus alba,White oak
13430_58_60,FAGR,Fagus grandifolia,American beech
13430_58_60,QUPA5,Quercus pagoda,Cherrybark oak
13430_58_60,LITU,Liriodendron tulipifera,Tuliptree
13430_58_60,LIST2,Liquidambar styraciflua,Sweetgum
13430_58_60,QUSH,Quercus shumardii,Shumard's oak
13440_41,PIBA2,Pinus banksiana,Jack pine
13440_41,PIRE,Pinus resinosa,Red pine
13440_41,PIST,Pinus strobus,Eastern white pine
13440_41,PIMA,Picea mariana,Black spruce
13440_41,BETUL,Betula,Birch
13440_41,POTR5,Populus tremuloides,Quaking aspen
13440_66,PIMA,Picea mariana,Black spruce
13440_66,ABBA,Abies balsamea,Balsam fir
13440_66,BEPA,Betula papyrifera,Paper birch
13440_66,POTR5,Populus tremuloides,Quaking aspen
13440_66,POGR4,Populus grandidentata,Bigtooth aspen
13440_66,PIRU,Picea rubens,Red spruce
13440_66,ACRU,Acer rubrum,Red maple
13441_51,PIBA2,Pinus banksiana,Jack pine
13441_51,CAPE6,Carex pensylvanica,Pennsylvania sedge
13441_51,QUEL,Quercus ellipsoidalis,Northern pin oak
13441_51,SCSC,Schizachyrium scoparium,Little bluestem
13441_51,VAAN,Vaccinium angustifolium,Lowbush blueberry
13441_51,ANGE,Andropogon gerardii,Big bluestem
13441_51,PIRE,Pinus resinosa,Red pine
13442_51,PIMA,Picea mariana,Black spruce
13442_51,ABBA,Abies balsamea,Balsam fir
13442_51,PIGL,Picea glauca,White spruce
13442_51,THOC2,Thuja occidentalis,Arborvitae
13460_54_55_58,PIPA2,Pinus palustris,Longleaf pine
13460_54_55_58,QULA2,Quercus laevis,Turkey oak
13460_54_55_58,QUIN,Quercus incana,Bluejack oak
13460_54_55_58,QUMA3,Quercus marilandica,Blackjack oak
13460_54_55_58,QUMA6,Quercus margarettiae,Runner oak
13460_54_55_58,QUST,Quercus stellata,Post oak
13460_54_55_58,ARBE7,Aristida beyrichiana,Beyrich threeawn
13460_54_55_58,ARST5,Aristida stricta,Pineland threeawn
13470_55_58_60,PIPA2,Pinus palustris,Longleaf pine
13470_55_58_60,QULA2,Quercus laevis,Turkey oak
13470_55_58_60,QUIN,Quercus incana,Bluejack oak
13470_55_58_60,QUMA6,Quercus margarettiae,Runner oak
13470_55_58_60,QUMA3,Quercus marilandica,Blackjack oak
13470_55_58_60,ARST5,Aristida stricta,Pineland threeawn
13470_55_58_60,SCSC,Schizachyrium scoparium,Little bluestem
13470_55_58_60,SONU2,Sorghastrum nutans,Indiangrass
13480_37_45_98,PIPA2,Pinus palustris,Longleaf pine
13480_37_45_98,SCSC,Schizachyrium scoparium,Little bluestem
13480_37_45_98,ANGE,Andropogon gerardii,Big bluestem
13480_37_45_98,ANTE2,Andropogon ternarius,Splitbeard bluestem
13480_37_45_98,ANVI2,Andropogon virginicus,Broomsedge bluestem
13480_37_45_98,QUST,Quercus stellata,Post oak
13480_37_45_98,QUMA,Quercus macnabiana,Quercus macnabiana
13480_37_45_98,QUIN,Quercus incana,Bluejack oak
13490_46_48_54_55_99,PIPA2,Pinus palustris,Longleaf pine
13490_46_48_54_55_99,ARBE7,Aristida beyrichiana,Beyrich threeawn
13490_46_48_54_55_99,QUERC,Quercus,Oak
13500_57,PIRU,Picea rubens,Red spruce
13500_57,BEAL2,Betula alleghaniensis,Yellow birch
13500_57,ABFR,Abies fraseri,Fraser fir
13500_57,ABBA,Abies balsamea,Balsam fir
13500_57,FAGR,Fagus grandifolia,American beech
13500_57,TSCA,Tsuga canadensis,Eastern hemlock
13500_57,ACSA3,Acer saccharum,Sugar maple
13500_57,QURU,Quercus rubra,Northern red oak
13500_61,PIRU,Picea rubens,Red spruce
13500_61,BEAL2,Betula alleghaniensis,Yellow birch
13500_61,ABFR,Abies fraseri,Fraser fir
13500_61,ABBA,Abies balsamea,Balsam fir
13500_61,FAGR,Fagus grandifolia,American beech
13500_61,TSCA,Tsuga canadensis,Eastern hemlock
13500_61,ACSA3,Acer saccharum,Sugar maple
13500_61,QURU,Quercus rubra,Northern red oak
13510_48_54_59,PIPA2,Pinus palustris,Longleaf pine
13510_48_54_59,QUST,Quercus stellata,Post oak
13510_48_54_59,QUMA3,Quercus marilandica,Blackjack oak
13510_48_54_59,QUPR2,Quercus prinus,Chestnut oak
13510_48_54_59,QULA2,Quercus laevis,Turkey oak
13510_48_54_59,PIVI2,Pinus virginiana,Virginia pine
13510_48_54_59,PIEC2,Pinus echinata,Shortleaf pine
13510_48_54_59,CADE12,Castanea dentata,American chestnut
13520_53_54_57_59_60_61,PIPU5,Pinus pungens,Table Mountain pine
13520_53_54_57_59_60_61,PIRI,Pinus rigida,Pitch pine
13520_53_54_57_59_60_61,QUPR2,Quercus prinus,Chestnut oak
13520_53_54_57_59_60_61,QUCO2,Quercus coccinea,Scarlet oak
13520_53_54_57_59_60_61,GAYLU,Gaylussacia,Huckleberry
13520_53_54_57_59_60_61,VACCI,Vaccinium,Blueberry
13520_53_54_57_59_60_61,QUIL,Quercus ilicifolia,Bear oak
13530_46_48_53_54_57_59_60_61,PIVI2,Pinus virginiana,Virginia pine
13530_46_48_53_54_57_59_60_61,PIEC2,Pinus echinata,Shortleaf pine
13530_46_48_53_54_57_59_60_61,QUFA,Quercus falcata,Southern red oak
13530_46_48_53_54_57_59_60_61,QUPR2,Quercus prinus,Chestnut oak
13530_46_48_53_54_57_59_60_61,QUCO2,Quercus coccinea,Scarlet oak
13530_46_48_53_54_57_59_60_61,CAGL8,Carya glabra,Pignut hickory
13530_46_48_53_54_57_59_60_61,VAPA4,Vaccinium pallidum,Blue ridge blueberry
13530_46_48_53_54_57_59_60_61,GABA,Gaylussacia baccata,Black huckleberry
13530_47,PIEC2,Pinus echinata,Shortleaf pine
13530_47,SCSC,Schizachyrium scoparium,Little bluestem
13540_64_66,PIRI,Pinus rigida,Pitch pine
13540_64_66,QUIL,Quercus ilicifolia,Bear oak
13540_64_66,QUVE,Quercus velutina,Black oak
13540_64_66,QUAL,Quercus alba,White oak
13540_64_66,QUCO2,Quercus coccinea,Scarlet oak
13540_64_66,GABA,Gaylussacia baccata,Black huckleberry
13540_64_66,VAPA4,Vaccinium pallidum,Blue ridge blueberry
13540_64_66,QUST,Quercus stellata,Post oak
13550_60_65,PIRI,Pinus rigida,Pitch pine
13550_60_65,QUIL,Quercus ilicifolia,Bear oak
13550_60_65,QUVE,Quercus velutina,Black oak
13550_60_65,QUAL,Quercus alba,White oak
13550_60_65,QUCO2,Quercus coccinea,Scarlet oak
13550_60_65,GABA,Gaylussacia baccata,Black huckleberry
13550_60_65,VAPA4,Vaccinium pallidum,Blue ridge blueberry
13550_60_65,QUST,Quercus stellata,Post oak
13560_55_56_99,PIPA2,Pinus palustris,Longleaf pine
13560_55_56_99,QULA2,Quercus laevis,Turkey oak
13560_55_56_99,QUIN,Quercus incana,Bluejack oak
13560_55_56_99,ARBE7,Aristida beyrichiana,Beyrich threeawn
13570_46_47_55_58_99,FAGR,Fagus grandifolia,American beech
13570_46_47_55_58_99,MAGR4,Magnolia grandiflora,Southern magnolia
13570_46_47_55_58_99,QUAL,Quercus alba,White oak
13570_46_47_55_58_99,LITU,Liriodendron tulipifera,Tuliptree
13570_46_47_55_58_99,QUPA5,Quercus pagoda,Cherrybark oak
13570_46_47_55_58_99,QUSH,Quercus shumardii,Shumard's oak
13570_46_47_55_58_99,LIST2,Liquidambar styraciflua,Sweetgum
13570_46_47_55_58_99,PIGL2,Pinus glabra,Spruce pine
13580_35_36,PITA,Pinus taeda,Loblolly pine
13580_35_36,QUST,Quercus stellate,Post oak
13580_35_36,QUMA3,Quercus marilandica,Blackjack oak
13580_35_36,CATE9,Carya texana,Black hickory
13580_35_36,SCHIZ4,Schizachyrium,Little bluestem
13580_35_36,ANGE,Andropogon gerardii,Big bluestem
13580_35_36,SPJU,Sporobolus junceus,Pineywoods dropseed
13580_35_36,QUMA6,Quercus margarettiae,Runner oak
13600_56,PIELD,Pinus elliottii var. densa,Florida slash pine
13600_56,SERE2,Serenoa repens,Saw palmetto
13600_56,THRIN,Thrinax,Thatch palm
13600_56,GUSC,Guettarda scabra,Wild guave
13600_56,ANTEC,Andropogon ternarius var. cabanisii,Splitbeard bluestem
13600_56,SCRH,Schizachyrium rhizomatum,Florida little bluestem
13600_56,MYFL2,Myrsine floridana,Guianese colicwood
13600_56,DOVI,Dodonaea viscosa,Florida hopbush
13610_58_60,MOCE2,Morella cerifera,Wax myrtle
13610_58_60,QUVI,Quercus virginiana,Live oak
13610_58_60,ILVO,Ilex vomitoria,Yaupon
13610_58_60,QUHE2,Quercus hemisphaerica,Quercus hemisphaerica
13610_58_60,SAPA,Sabal palmetto,Cabbage palmetto
13610_58_60,PITA,Pinus taeda,Loblolly pine
13610_58_60,ACRU,Acer rubrum,Red maple
13610_58_60,NYBI,Nyssa biflora,Swamp tupelo
13620_41_50,PIBA2,Pinus banksiana,Jack pine
13620_41_50,PIRE,Pinus resinosa,Red pine
13620_41_50,QURU,Quercus rubra,Northern red oak
13620_41_50,POTR5,Populus tremuloides,Quaking aspen
13620_41_50,QUEL,Quercus ellipsoidalis,Northern pin oak
13620_41_50,PIST,Pinus strobus,Eastern white pine
13620_41_50,BEPA,Betula papyrifera,Paper birch
13620_51_63_64_65_66,PIRE,Pinus resinosa,Red pine
13620_51_63_64_65_66,PIST,Pinus strobus,Eastern white pine
13620_51_63_64_65_66,QURU,Quercus rubra,Northern red oak
13622_41_50,PIRE,Pinus resinosa,Red pine
13622_41_50,PIST,Pinus strobus,Eastern white pine
13622_41_50,BEPA,Betula papyrifera,Paper birch
13622_41_50,POTR5,Populus grandentitata,Bigtooth aspen
13622_41_50,ABBA,Abies balsamea,Balsam fir
13622_41_50,VAAN,Vaccinium angustifolium,Lowbush blueberry
13630_47_53,QUST,Quercus stellata,Post oak
13630_47_53,QUMA3,Quercus marilandica,Blackjack oak
13630_47_53,ANGE,Andropogon gerardii,Big bluestem
13630_47_53,SCSC,Schizachyrium scoparium,Little bluestem
13630_47_53,VAAR,Vaccinium arboreum,Farkleberry
13630_47_53,CATE9,Carya texana,Black hickory
13630_47_53,QUPR2,Quercus prinus,Chestnut oak
13640_32_ 44_ 49,QUST,Quercus stellata,Post oak
13640_32_ 44_ 49,QUMA,Quercus marilandica,Quercus marilandica
13640_32_ 44_ 49,ANGE,Andropogon gerardii,Big bluestem
13640_32_ 44_ 49,SCHIZ4,Schizachyrium,Little bluestem
13640_32_ 44_ 49,VAAR,Vaccinium arboreum,Farkleberry
13640_32_ 44_ 49,CATE9,Carya texana,Black hickory
13651_40_41_50,ABBA,Abies balsamea,Balsam fir
13651_40_41_50,PIGL,Picea glauca,White spruce
13651_40_41_50,THOC2,Thuja occidentalis,Arborvitae
13651_40_41_50,BEPA,Betula papyrifera,Paper birch
13651_40_41_50,POTR5,Populus tremuloides,Quaking aspen
13651_40_41_50,PIST,Pinus strobus,Eastern white pine
13651_40_41_50,TSCA,Tsuga canadensis,Eastern hemlock
13651_51,ABBA,Abies balsamea,Balsam fir
13651_51,PIGL,Picea glauca,White spruce
13651_51,THOC2,Thuja occidentalis,Arborvitae
13651_51,BEPA,Betula papyrifera,Paper birch
13651_51,POTR5,Populus tremuloides,Quaking aspen
13651_51,PIST,Pinus strobus,Eastern white pine
13651_51,TSCA,Tsuga canadensis,Eastern hemlock
13652_41,THOC2,Thuja occidentalis,Arborvitae
13652_41,PIGL,Picea glauca,White spruce
13652_41,ABBA,Abies balsamea,Balsam fir
13652_41,BEPA,Betula papyrifera,Paper birch
13652_41,POTR5,Populus tremuloides,Quaking aspen
13652_51,THOC2,Thuja occidentalis,Arborvitae
13652_51,PIGL,Picea glauca,White spruce
13652_51,ABBA,Abies balsamea,Balsam fir
13652_51,BEPA,Betula papyrifera,Paper birch
13652_51,POTR5,Populus tremuloides,Quaking aspen
13653_41,POTR5,Populus tremuloides,Quaking aspen
13653_41,BEPA,Betula papyrifera,Paper birch
13653_41,ABBA,Abies balsamea,Balsam fir
13653_41,ACRU,Acer rubrum,Red maple
13653_41,DILO,Diervilla lonicera,Northern bush honeysuckle
13660_50,PIST,Pinus strobus,Eastern white pine
13660_50,TSCA,Tsuga canadensis,Eastern hemlock
13660_50,BEAL2,Betula alleghaniensis,Yellow birch
13660_51_63_64_65_66,TSCA,Tsuga canadensis,Eastern hemlock
13660_51_63_64_65_66,BEAL2,Betula alleghaniensis,Yellow birch
13660_51_63_64_65_66,PIST,Pinus strobus,Eastern white pine
13670_32_44,PIEC2,Pinus echinata,Shortleaf pine
13670_32_44,QUST,Quercus stellata,Post oak
13670_32_44,QURU,Quercus rubra,Northern red oak
13670_32_44,QUVE,Quercus velutina,Black oak
13670_32_44,QUMA3,Quercus marilandica,Blackjack oak
13670_32_44,QUAL,Quercus alba,White oak
13680_46_48_54_57_59_60_61,QUAL,Quercus alba,White oak
13680_46_48_54_57_59_60_61,QUFA,Quercus falcata,Southern red oak
13680_46_48_54_57_59_60_61,PIEC2,Pinus echinata,Shortleaf pine
13680_46_48_54_57_59_60_61,CAGL8,Carya glabra,Pignut hickory
13680_46_48_54_57_59_60_61,CAAL27,Carya alba,Mockernut hickory
13680_46_48_54_57_59_60_61,VACCI,Vaccinium,Blueberry
13680_46_48_54_57_59_60_61,SCSC,Schizachyrium scoparium,Little bluestem
13680_46_48_54_57_59_60_61,SONU2,Sorghastrum nutans,Indiangrass
13690_60_61_63_64_65_66,QUPR2,Quercus prinus,Chestnut oak
13690_60_61_63_64_65_66,PIVI2,Pinus virginiana,Virginia pine
13690_60_61_63_64_65_66,PIST,Pinus strobus,Eastern white pine
13690_60_61_63_64_65_66,VAPA4,Vaccinium pallidum,Blue ridge blueberry
13690_60_61_63_64_65_66,GABA,Gaylussacia baccata,Black huckleberry
13690_60_61_63_64_65_66,KALA,Kalmia latifolia,Mountain laurel
13690_60_61_63_64_65_66,ACRU,Acer rubrum,Red maple
13690_60_61_63_64_65_66,NYSY,Nyssa sylvatica,Blackgum
13700_53_61_62,FAGR,Fagus grandifolia,American beech
13700_53_61_62,TSCA,Tsuga canadensis,Eastern hemlock
13700_53_61_62,ACSA3,Acer saccharum,Sugar maple
13700_53_61_62,BEAL2,Betula alleghaniensis,Yellow birch
13700_53_61_62,TIAM,Tilia americana,American basswood
13700_53_61_62,LITU,Liriodendron tulipifera,Tuliptree
13700_53_61_62,PIST,Pinus strobus,Eastern white pine
13700_53_61_62,QURU,Quercus rubra,Northern red oak
13700_60_63_64_65_66,FAGR,Fagus grandifolia,American beech
13700_60_63_64_65_66,TSCA,Tsuga canadensis,Eastern hemlock
13700_60_63_64_65_66,ACSA3,Acer saccharum,Sugar maple
13700_60_63_64_65_66,BEAL2,Betula alleghaniensis,Yellow birch
13700_60_63_64_65_66,TIAM,Tilia americana,American basswood
13700_60_63_64_65_66,LITU,Liriodendron tulipifera,Tuliptree
13700_60_63_64_65_66,PIST,Pinus strobus,Eastern white pine
13700_60_63_64_65_66,QUVE,Quercus velutina,Black oak
13710_32_36_37_45_98,PIEC2,Pinus echinata,Shortleaf pine
13710_32_36_37_45_98,PITA,Pinus taeda,Loblolly pine
13710_32_36_37_45_98,QUERC,Quercus,Oak
13710_32_36_37_45_98,ANDRO2,Andropogon,Bluestem
13710_44,PITA,Pinus taeda,Loblolly pine
13710_44,PIEC2,Pinus echinata,Shortleaf pine
13710_44,QUERC,Quercus,Oak
13710_44,ANDRO2,Andropogon,Bluestem
13720_46_99,PIEC2,Pinus echinata,Shortleaf pine
13720_46_99,QUAL,Quercus alba,White oak
13720_46_99,QUMA3,Quercus marilandica,Blackjack oak
13720_46_99,CAAL27,Carya alba,Mockernut hickory
13720_46_99,CAGL8,Carya glabra,Pignut hickory
13720_46_99,SCSC,Schizachyrium scoparium,Little bluestem
13720_46_99,VAAR,Vaccinium arboreum,Farkleberry
13720_46_99,QUST,Quercus stellata,Post oak
13730_63_64,PIRU,Picea rubens,Red spruce
13730_63_64,ABBA,Abies balsamea,Balsam fir
13730_63_64,BEAL2,Betula alleghaniensis,Yellow birch
13730_63_64,FAGR,Fagus grandifolia,American beech
13730_63_64,BEPA,Betula papyrifera,Paper birch
13730_63_64,POTR5,Populus tremuloides,Quaking aspen
13730_63_64,POGR4,Populus grandidentata,Bigtooth aspen
13730_63_64,ACRU,Acer rubrum,Red maple
13730_65_66,PIRU,Picea rubens,Red spruce
13730_65_66,ABBA,Abies balsamea,Balsam fir
13730_65_66,BEAL2,Betula alleghaniensis,Yellow birch
13730_65_66,FAGR,Fagus grandifolia,American beech
13730_65_66,BEPA,Betula papyrifera,Paper birch
13730_65_66,POPUL,Populus,Cottonwood
13730_65_66,ACRU,Acer rubrum,Red maple
13740_64_65_66,PIRU,Picea rubens,Red spruce
13740_64_65_66,ABBA,Abies balsamea,Balsam fir
13740_64_65_66,BEAL2,Betula alleghaniensis,Yellow birch
13740_64_65_66,BEPAC2,Betula papyrifera var. cordifolia,Mountain paper birch
13740_64_65_66,POTR5,Populus tremuloides,Quaking aspen
13740_64_65_66,BEPA,Betula papyrifera,Paper birch
13740_64_65_66,SOAM3,Sorbus americana,American mountain ash
13740_64_65_66,OXMO,Oxalis montana,Mountain woodsorrel
13750_60,QUAL,Quercus alba,White oak
13750_60,PIRI,Pinus rigida,Pitch pine
13750_60,PIVI2,Pinus virginiana,Virginia pine
13750_60,ANGE,Andropogon gerardii,Big bluestem
13750_60,QUMA3,Quercus marilandica,Blackjack oak
13750_60,SCSC,Schizachyrium scoparium,Little bluestem
13750_60,SONU2,Sorghastrum nutans,Indiangrass
13760_48_53_57_61,QUST,Quercus stellata,Post oak
13760_48_53_57_61,QUAL,Quercus alba,White oak
13760_48_53_57_61,QUSH,Quercus shumardii,Shumard's oak
13760_48_53_57_61,JUVI,Juniperus virginiana,Eastern redcedar
13760_48_53_57_61,VIBUR,Viburnum,Viburnum
13760_48_53_57_61,SCSC,Schizachyrium scoparium,Little bluestem
13770_60_61_63_64_65_66,PIRE,Pinus resinosa,Red pine
13770_60_61_63_64_65_66,PIRI,Pinus rigida,Pitch pine
13770_60_61_63_64_65_66,PIPU5,Pinus pungens,Table mountain pine
13770_60_61_63_64_65_66,QUVE,Quercus velutina,Black oak
13770_60_61_63_64_65_66,QUCO2,Quercus coccinea,Scarlet oak
13770_60_61_63_64_65_66,QUIL,Quercus ilicifolia,Bear oak
13770_60_61_63_64_65_66,KALA,Kalmia latifolia,Mountain laurel
13770_60_61_63_64_65_66,GABA,Gaylussacia baccata,Black huckleberry
13780_37_44,PIEC2,Pinus echinata,Shortleaf pine
